2026-01-29 03:03:54,593 | INFO | Run started: run_id=cfpb_company_sudden__retrain_p4_last_window_wb4_update__030354
2026-01-29 03:03:54,593 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260129_030239__cfpb_gradual_nb\runs\cfpb_company_sudden__retrain_p4_last_window_wb4_update__030354
2026-01-29 03:03:56,867 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=5000 wall=0.21095776557922363 cpu=0.203125 rss_mb=None info={'pretrain_batches': 10, 'pre_acc': 0.6808, 'pre_f1_macro': 0.570003176745046}
2026-01-29 03:03:57,091 | INFO | EVENT retrain_update batch_id=14 reason=periodic train_n=2000 wall=0.10199880599975586 cpu=0.09375 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 4, 'buffer_size': 2000, 'global_batch_id': 14}
2026-01-29 03:03:57,335 | INFO | EVENT retrain_update batch_id=18 reason=periodic train_n=2000 wall=0.10900068283081055 cpu=0.109375 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 8, 'buffer_size': 2000, 'global_batch_id': 18}
2026-01-29 03:03:57,580 | INFO | EVENT retrain_update batch_id=22 reason=periodic train_n=2000 wall=0.11599969863891602 cpu=0.109375 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 12, 'buffer_size': 2000, 'global_batch_id': 22}
2026-01-29 03:03:57,869 | INFO | EVENT retrain_update batch_id=26 reason=periodic train_n=2000 wall=0.1360011100769043 cpu=0.140625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 16, 'buffer_size': 2000, 'global_batch_id': 26}
2026-01-29 03:03:58,084 | INFO | EVENT retrain_update batch_id=30 reason=periodic train_n=2000 wall=0.08601236343383789 cpu=0.078125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 20, 'buffer_size': 2000, 'global_batch_id': 30}
2026-01-29 03:03:58,294 | INFO | EVENT retrain_update batch_id=34 reason=periodic train_n=2000 wall=0.09900164604187012 cpu=0.109375 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 24, 'buffer_size': 2000, 'global_batch_id': 34}
2026-01-29 03:03:58,484 | INFO | EVENT retrain_update batch_id=38 reason=periodic train_n=2000 wall=0.0859990119934082 cpu=0.09375 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 28, 'buffer_size': 2000, 'global_batch_id': 38}
2026-01-29 03:03:58,670 | INFO | EVENT retrain_update batch_id=42 reason=periodic train_n=2000 wall=0.08400273323059082 cpu=0.078125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 32, 'buffer_size': 2000, 'global_batch_id': 42}
2026-01-29 03:03:58,744 | INFO | Run finished. total={'wall_sec': 4.150872230529785, 'cpu_sec': 4.109375, 'cpu_pct': 99.00027685206565, 'rss_mb': None} peak_rss_mb=None
