2026-01-28 04:20:22,154 | INFO | Run started: run_id=BE_temporary__retrain_p4_last_window_wb4_update__042022
2026-01-28 04:20:22,154 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_041959__domain_temporary\runs\BE_temporary__retrain_p4_last_window_wb4_update__042022
2026-01-28 04:20:22,456 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.042763710021972656 cpu=0.046875 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9452, 'pre_f1_macro': 0.7665352674892351}
2026-01-28 04:20:22,547 | INFO | EVENT retrain_update batch_id=9 reason=periodic train_n=2000 wall=0.035997629165649414 cpu=0.03125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 4, 'buffer_size': 2000, 'global_batch_id': 9}
2026-01-28 04:20:22,617 | INFO | EVENT retrain_update batch_id=13 reason=periodic train_n=2000 wall=0.028000593185424805 cpu=0.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 8, 'buffer_size': 2000, 'global_batch_id': 13}
2026-01-28 04:20:22,675 | INFO | EVENT retrain_update batch_id=17 reason=periodic train_n=2000 wall=0.02200007438659668 cpu=0.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 12, 'buffer_size': 2000, 'global_batch_id': 17}
2026-01-28 04:20:22,728 | INFO | EVENT retrain_update batch_id=21 reason=periodic train_n=2000 wall=0.020998477935791016 cpu=0.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 16, 'buffer_size': 2000, 'global_batch_id': 21}
2026-01-28 04:20:22,787 | INFO | EVENT retrain_update batch_id=25 reason=periodic train_n=2000 wall=0.024000883102416992 cpu=0.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 20, 'buffer_size': 2000, 'global_batch_id': 25}
2026-01-28 04:20:22,864 | INFO | EVENT retrain_update batch_id=29 reason=periodic train_n=2000 wall=0.03200078010559082 cpu=0.03125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 24, 'buffer_size': 2000, 'global_batch_id': 29}
2026-01-28 04:20:22,938 | INFO | EVENT retrain_update batch_id=33 reason=periodic train_n=2000 wall=0.031000852584838867 cpu=0.03125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 28, 'buffer_size': 2000, 'global_batch_id': 33}
2026-01-28 04:20:23,012 | INFO | EVENT retrain_update batch_id=37 reason=periodic train_n=2000 wall=0.03100109100341797 cpu=0.03125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 32, 'buffer_size': 2000, 'global_batch_id': 37}
2026-01-28 04:20:23,086 | INFO | EVENT retrain_update batch_id=41 reason=periodic train_n=2000 wall=0.0318455696105957 cpu=0.03125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 36, 'buffer_size': 2000, 'global_batch_id': 41}
2026-01-28 04:20:23,121 | INFO | Run finished. total={'wall_sec': 0.9664828777313232, 'cpu_sec': 0.9375, 'cpu_pct': 97.0012011180833, 'rss_mb': None} peak_rss_mb=None
