2026-01-27 18:47:06,444 | INFO | Run started: run_id=huffpost_years__retrain_p2_last_window_wb2_fit__184706
2026-01-27 18:47:06,444 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260127_184700__huffpost_nb_gradual\runs\huffpost_years__retrain_p2_last_window_wb2_fit__184706
2026-01-27 18:47:06,528 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=3000 wall=0.013000249862670898 cpu=0.015625 rss_mb=None info={'pretrain_batches': 6, 'pre_acc': 0.9346666666666666, 'pre_f1_macro': 0.9228743482237184}
2026-01-27 18:47:06,544 | INFO | EVENT retrain_fit batch_id=8 reason=periodic train_n=1000 wall=0.004999399185180664 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 1000, 'global_batch_id': 8}
2026-01-27 18:47:06,562 | INFO | EVENT retrain_fit batch_id=10 reason=periodic train_n=1000 wall=0.0049974918365478516 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 1000, 'global_batch_id': 10}
2026-01-27 18:47:06,578 | INFO | EVENT retrain_fit batch_id=12 reason=periodic train_n=1000 wall=0.00500035285949707 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 1000, 'global_batch_id': 12}
2026-01-27 18:47:06,593 | INFO | EVENT retrain_fit batch_id=14 reason=periodic train_n=1000 wall=0.004999637603759766 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 1000, 'global_batch_id': 14}
2026-01-27 18:47:06,609 | INFO | EVENT retrain_fit batch_id=16 reason=periodic train_n=1000 wall=0.003995180130004883 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 1000, 'global_batch_id': 16}
2026-01-27 18:47:06,624 | INFO | EVENT retrain_fit batch_id=18 reason=periodic train_n=1000 wall=0.0049991607666015625 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 1000, 'global_batch_id': 18}
2026-01-27 18:47:06,640 | INFO | EVENT retrain_fit batch_id=20 reason=periodic train_n=1000 wall=0.004001617431640625 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 1000, 'global_batch_id': 20}
2026-01-27 18:47:06,656 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=1000 wall=0.00599980354309082 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 1000, 'global_batch_id': 22}
2026-01-27 18:47:06,672 | INFO | EVENT retrain_fit batch_id=24 reason=periodic train_n=1000 wall=0.003999948501586914 cpu=0.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 1000, 'global_batch_id': 24}
2026-01-27 18:47:06,688 | INFO | EVENT retrain_fit batch_id=26 reason=periodic train_n=1000 wall=0.00582432746887207 cpu=0.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 1000, 'global_batch_id': 26}
2026-01-27 18:47:06,704 | INFO | EVENT retrain_fit batch_id=28 reason=periodic train_n=1000 wall=0.005001544952392578 cpu=0.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 1000, 'global_batch_id': 28}
2026-01-27 18:47:06,720 | INFO | EVENT retrain_fit batch_id=30 reason=periodic train_n=1000 wall=0.004997968673706055 cpu=0.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 1000, 'global_batch_id': 30}
2026-01-27 18:47:06,737 | INFO | EVENT retrain_fit batch_id=32 reason=periodic train_n=1000 wall=0.004999876022338867 cpu=0.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 26, 'buffer_size': 1000, 'global_batch_id': 32}
2026-01-27 18:47:06,754 | INFO | EVENT retrain_fit batch_id=34 reason=periodic train_n=1000 wall=0.00476527214050293 cpu=0.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 28, 'buffer_size': 1000, 'global_batch_id': 34}
2026-01-27 18:47:06,769 | INFO | EVENT retrain_fit batch_id=36 reason=periodic train_n=1000 wall=0.004997730255126953 cpu=0.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 30, 'buffer_size': 1000, 'global_batch_id': 36}
2026-01-27 18:47:06,787 | INFO | EVENT retrain_fit batch_id=38 reason=periodic train_n=1000 wall=0.006000518798828125 cpu=0.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 32, 'buffer_size': 1000, 'global_batch_id': 38}
2026-01-27 18:47:06,803 | INFO | EVENT retrain_fit batch_id=40 reason=periodic train_n=1000 wall=0.006000995635986328 cpu=0.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 34, 'buffer_size': 1000, 'global_batch_id': 40}
2026-01-27 18:47:06,820 | INFO | EVENT retrain_fit batch_id=42 reason=periodic train_n=1000 wall=0.005004405975341797 cpu=0.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 36, 'buffer_size': 1000, 'global_batch_id': 42}
2026-01-27 18:47:06,820 | INFO | Run finished. total={'wall_sec': 0.3757145404815674, 'cpu_sec': 0.375, 'cpu_pct': 99.80981825173667, 'rss_mb': None} peak_rss_mb=None
