ts,run_id,event_type,batch_id,reason,train_n,info,wall_fit_sec,cpu_fit_sec,cpu_fit_pct,rss_mb
2026-01-28 03:55:32,BE_sudden__drift_detected_ADWIN_last_window_wb16_fit__035532,pretrain_fit,,pretrain,2500,"{""pretrain_batches"": 5, ""pre_acc"": 0.9144, ""pre_f1_macro"": 0.5241500519432466}",0.06399822235107422,0.0625,97.65896255234178,
2026-01-28 03:55:33,BE_sudden__drift_detected_ADWIN_last_window_wb16_fit__035532,retrain_fit,37,drift_detected,8000,"{""drift_detector"": ""ADWIN(delta=0.05)""}",0.1549999713897705,0.140625,90.7258231979782,
