ts,run_id,event_type,batch_id,reason,train_n,info,wall_fit_sec,cpu_fit_sec,cpu_fit_pct,rss_mb
2026-01-28 04:07:02,BE_sudden__quality_drop_acc_th0.05_bk3_ck2_quality_drop_last_window_wb4_fit__040702,pretrain_fit,,pretrain,2500,"{""pretrain_batches"": 5, ""pre_acc"": 1.0, ""pre_f1_macro"": 1.0}",0.041002511978149414,0.046875,114.32226402367758,
2026-01-28 04:07:02,BE_sudden__quality_drop_acc_th0.05_bk3_ck2_quality_drop_last_window_wb4_fit__040702,retrain_fit,17,quality_drop,2000,"{""threshold"": 0.05, ""drop"": 0.133, ""current_metric"": 0.77, ""baseline_metric"": 0.903}",0.029002904891967773,0.03125,107.74782773105788,
