2026-01-29 02:52:01,072 | INFO | Run started: run_id=cfpb_company_sudden__retrain_p1_last_window_wb1_fit__025201
2026-01-29 02:52:04,114 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=500 wall=0.029309511184692383 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 15, 'buffer_size': 500, 'global_batch_id': 25}
2026-01-29 02:52:04,174 | INFO | EVENT retrain_fit batch_id=26 reason=periodic train_n=500 wall=0.0323488712310791 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 16, 'buffer_size': 500, 'global_batch_id': 26}
2026-01-29 02:52:04,235 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=500 wall=0.033211469650268555 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 17, 'buffer_size': 500, 'global_batch_id': 27}
2026-01-29 02:52:04,296 | INFO | EVENT retrain_fit batch_id=28 reason=periodic train_n=500 wall=0.03145432472229004 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 18, 'buffer_size': 500, 'global_batch_id': 28}
2026-01-29 02:52:04,349 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=500 wall=0.02902674674987793 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 19, 'buffer_size': 500, 'global_batch_id': 29}
2026-01-29 02:52:04,404 | INFO | EVENT retrain_fit batch_id=30 reason=periodic train_n=500 wall=0.028521299362182617 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 20, 'buffer_size': 500, 'global_batch_id': 30}
2026-01-29 02:52:04,461 | INFO | EVENT retrain_fit batch_id=31 reason=periodic train_n=500 wall=0.03090190887451172 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 21, 'buffer_size': 500, 'global_batch_id': 31}
2026-01-29 02:52:04,521 | INFO | EVENT retrain_fit batch_id=32 reason=periodic train_n=500 wall=0.03302788734436035 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 22, 'buffer_size': 500, 'global_batch_id': 32}
2026-01-29 02:52:04,582 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=500 wall=0.032875776290893555 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 23, 'buffer_size': 500, 'global_batch_id': 33}
2026-01-29 02:52:04,642 | INFO | EVENT retrain_fit batch_id=34 reason=periodic train_n=500 wall=0.032027482986450195 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 24, 'buffer_size': 500, 'global_batch_id': 34}
2026-01-29 02:52:04,700 | INFO | EVENT retrain_fit batch_id=35 reason=periodic train_n=500 wall=0.030379533767700195 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 25, 'buffer_size': 500, 'global_batch_id': 35}
2026-01-29 02:52:04,758 | INFO | EVENT retrain_fit batch_id=36 reason=periodic train_n=500 wall=0.029611825942993164 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 26, 'buffer_size': 500, 'global_batch_id': 36}
2026-01-29 02:52:04,810 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=500 wall=0.02777242660522461 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 27, 'buffer_size': 500, 'global_batch_id': 37}
2026-01-29 02:52:04,864 | INFO | EVENT retrain_fit batch_id=38 reason=periodic train_n=500 wall=0.025404930114746094 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 28, 'buffer_size': 500, 'global_batch_id': 38}
2026-01-29 02:52:04,918 | INFO | EVENT retrain_fit batch_id=39 reason=periodic train_n=500 wall=0.029120922088623047 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 29, 'buffer_size': 500, 'global_batch_id': 39}
2026-01-29 02:52:04,979 | INFO | EVENT retrain_fit batch_id=40 reason=periodic train_n=500 wall=0.030799150466918945 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 30, 'buffer_size': 500, 'global_batch_id': 40}
2026-01-29 02:52:05,043 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=500 wall=0.030001163482666016 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 31, 'buffer_size': 500, 'global_batch_id': 41}
2026-01-29 02:52:05,105 | INFO | EVENT retrain_fit batch_id=42 reason=periodic train_n=500 wall=0.03251957893371582 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 32, 'buffer_size': 500, 'global_batch_id': 42}
2026-01-29 02:52:05,162 | INFO | EVENT retrain_fit batch_id=43 reason=periodic train_n=500 wall=0.03114032745361328 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 33, 'buffer_size': 500, 'global_batch_id': 43}
2026-01-29 02:52:05,216 | INFO | EVENT retrain_fit batch_id=44 reason=periodic train_n=500 wall=0.027444839477539062 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 34, 'buffer_size': 500, 'global_batch_id': 44}
2026-01-29 02:52:05,284 | INFO | EVENT retrain_fit batch_id=45 reason=periodic train_n=500 wall=0.03843855857849121 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 35, 'buffer_size': 500, 'global_batch_id': 45}
2026-01-29 02:52:05,284 | INFO | Run finished. total={'wall_sec': 4.211756706237793, 'cpu_sec': 4.140625, 'cpu_pct': 98.31111549885007, 'rss_mb': None} peak_rss_mb=None
