2026-01-29 01:40:38,747 | INFO | Run started: run_id=label_temporary__retrain_p2_all_seen_fit__014038
2026-01-29 01:40:38,747 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260129_013948__label_temporary_nb\runs\label_temporary__retrain_p2_all_seen_fit__014038
2026-01-29 01:40:39,913 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.22101974487304688 cpu=0.21875 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.98, 'pre_f1_macro': 0.9470611752588496}
2026-01-29 01:40:40,343 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=3500 wall=0.3161351680755615 cpu=0.328125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 3500, 'global_batch_id': 7}
2026-01-29 01:40:40,836 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=4500 wall=0.394118070602417 cpu=0.390625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 4500, 'global_batch_id': 9}
2026-01-29 01:40:41,445 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=5500 wall=0.5095069408416748 cpu=0.5 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 5500, 'global_batch_id': 11}
2026-01-29 01:40:42,110 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=6500 wall=0.5686452388763428 cpu=0.578125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 6500, 'global_batch_id': 13}
2026-01-29 01:40:42,932 | INFO | EVENT retrain_fit batch_id=15 reason=periodic train_n=7500 wall=0.6841177940368652 cpu=0.671875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 7500, 'global_batch_id': 15}
2026-01-29 01:40:44,030 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=8500 wall=1.0048773288726807 cpu=1.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 8500, 'global_batch_id': 17}
2026-01-29 01:40:45,208 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=9500 wall=1.0638861656188965 cpu=1.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 9500, 'global_batch_id': 19}
2026-01-29 01:40:46,215 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=10500 wall=0.9218034744262695 cpu=0.921875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 10500, 'global_batch_id': 21}
2026-01-29 01:40:47,327 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=11500 wall=1.0099279880523682 cpu=1.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 11500, 'global_batch_id': 23}
2026-01-29 01:40:48,524 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=12500 wall=1.109032154083252 cpu=1.109375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 12500, 'global_batch_id': 25}
2026-01-29 01:40:49,784 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=13500 wall=1.1710846424102783 cpu=1.15625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 13500, 'global_batch_id': 27}
2026-01-29 01:40:51,117 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=14500 wall=1.2408030033111572 cpu=1.234375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 14500, 'global_batch_id': 29}
2026-01-29 01:40:52,559 | INFO | EVENT retrain_fit batch_id=31 reason=periodic train_n=15500 wall=1.3391757011413574 cpu=1.296875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 26, 'buffer_size': 15500, 'global_batch_id': 31}
2026-01-29 01:40:54,080 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=16500 wall=1.419501781463623 cpu=1.421875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 28, 'buffer_size': 16500, 'global_batch_id': 33}
2026-01-29 01:40:55,710 | INFO | EVENT retrain_fit batch_id=35 reason=periodic train_n=17500 wall=1.5125954151153564 cpu=1.515625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 30, 'buffer_size': 17500, 'global_batch_id': 35}
