2026-01-27 14:03:31,637 | INFO | Run started: run_id=huffpost_years__retrain_p4_last_window_wb4_fit__140331
2026-01-27 14:03:31,637 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260127_140236__huffpost_lr_gradual\runs\huffpost_years__retrain_p4_last_window_wb4_fit__140331
2026-01-27 14:03:31,946 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=3000 wall=0.2355175018310547 cpu=0.234375 rss_mb=None info={'pretrain_batches': 6, 'pre_acc': 0.753, 'pre_f1_macro': 0.6370529510082109}
2026-01-27 14:03:32,178 | INFO | EVENT retrain_fit batch_id=10 reason=periodic train_n=2000 wall=0.2060091495513916 cpu=0.203125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 4, 'buffer_size': 2000, 'global_batch_id': 10}
2026-01-27 14:03:32,423 | INFO | EVENT retrain_fit batch_id=14 reason=periodic train_n=2000 wall=0.20000481605529785 cpu=0.203125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 8, 'buffer_size': 2000, 'global_batch_id': 14}
2026-01-27 14:03:32,713 | INFO | EVENT retrain_fit batch_id=18 reason=periodic train_n=2000 wall=0.26485419273376465 cpu=0.265625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 12, 'buffer_size': 2000, 'global_batch_id': 18}
2026-01-27 14:03:32,979 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=2000 wall=0.2310035228729248 cpu=0.234375 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 16, 'buffer_size': 2000, 'global_batch_id': 22}
2026-01-27 14:03:33,277 | INFO | EVENT retrain_fit batch_id=26 reason=periodic train_n=2000 wall=0.26465392112731934 cpu=0.265625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 20, 'buffer_size': 2000, 'global_batch_id': 26}
2026-01-27 14:03:33,569 | INFO | EVENT retrain_fit batch_id=30 reason=periodic train_n=2000 wall=0.257004976272583 cpu=0.25 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 24, 'buffer_size': 2000, 'global_batch_id': 30}
2026-01-27 14:03:33,864 | INFO | EVENT retrain_fit batch_id=34 reason=periodic train_n=2000 wall=0.261014461517334 cpu=0.25 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 28, 'buffer_size': 2000, 'global_batch_id': 34}
2026-01-27 14:03:34,158 | INFO | EVENT retrain_fit batch_id=38 reason=periodic train_n=2000 wall=0.2612419128417969 cpu=0.265625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 32, 'buffer_size': 2000, 'global_batch_id': 38}
2026-01-27 14:03:34,393 | INFO | EVENT retrain_fit batch_id=42 reason=periodic train_n=2000 wall=0.20900416374206543 cpu=0.21875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 36, 'buffer_size': 2000, 'global_batch_id': 42}
2026-01-27 14:03:34,394 | INFO | Run finished. total={'wall_sec': 2.756615161895752, 'cpu_sec': 2.71875, 'cpu_pct': 98.62638926103448, 'rss_mb': None} peak_rss_mb=None
