2026-01-29 03:03:43,069 | INFO | Run started: run_id=cfpb_company_sudden__retrain_p2_last_window_wb2_fit__030343
2026-01-29 03:03:43,069 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260129_030239__cfpb_gradual_nb\runs\cfpb_company_sudden__retrain_p2_last_window_wb2_fit__030343
2026-01-29 03:03:45,343 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=5000 wall=0.17300081253051758 cpu=0.1875 rss_mb=None info={'pretrain_batches': 10, 'pre_acc': 0.6808, 'pre_f1_macro': 0.570003176745046}
2026-01-29 03:03:45,426 | INFO | EVENT retrain_fit batch_id=12 reason=periodic train_n=1000 wall=0.03700566291809082 cpu=0.03125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 1000, 'global_batch_id': 12}
2026-01-29 03:03:45,502 | INFO | EVENT retrain_fit batch_id=14 reason=periodic train_n=1000 wall=0.03400397300720215 cpu=0.03125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 1000, 'global_batch_id': 14}
2026-01-29 03:03:45,587 | INFO | EVENT retrain_fit batch_id=16 reason=periodic train_n=1000 wall=0.03899860382080078 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 1000, 'global_batch_id': 16}
2026-01-29 03:03:45,664 | INFO | EVENT retrain_fit batch_id=18 reason=periodic train_n=1000 wall=0.03500199317932129 cpu=0.03125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 1000, 'global_batch_id': 18}
2026-01-29 03:03:45,739 | INFO | EVENT retrain_fit batch_id=20 reason=periodic train_n=1000 wall=0.033998966217041016 cpu=0.03125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 1000, 'global_batch_id': 20}
2026-01-29 03:03:45,836 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=1000 wall=0.0460047721862793 cpu=0.03125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 1000, 'global_batch_id': 22}
2026-01-29 03:03:45,934 | INFO | EVENT retrain_fit batch_id=24 reason=periodic train_n=1000 wall=0.04496645927429199 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 1000, 'global_batch_id': 24}
2026-01-29 03:03:46,028 | INFO | EVENT retrain_fit batch_id=26 reason=periodic train_n=1000 wall=0.04355978965759277 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 1000, 'global_batch_id': 26}
2026-01-29 03:03:46,125 | INFO | EVENT retrain_fit batch_id=28 reason=periodic train_n=1000 wall=0.04457545280456543 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 1000, 'global_batch_id': 28}
2026-01-29 03:03:46,230 | INFO | EVENT retrain_fit batch_id=30 reason=periodic train_n=1000 wall=0.05500292778015137 cpu=0.0625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 1000, 'global_batch_id': 30}
2026-01-29 03:03:46,329 | INFO | EVENT retrain_fit batch_id=32 reason=periodic train_n=1000 wall=0.04500126838684082 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 1000, 'global_batch_id': 32}
2026-01-29 03:03:46,432 | INFO | EVENT retrain_fit batch_id=34 reason=periodic train_n=1000 wall=0.04900336265563965 cpu=0.0625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 1000, 'global_batch_id': 34}
2026-01-29 03:03:46,531 | INFO | EVENT retrain_fit batch_id=36 reason=periodic train_n=1000 wall=0.04699873924255371 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 26, 'buffer_size': 1000, 'global_batch_id': 36}
2026-01-29 03:03:46,618 | INFO | EVENT retrain_fit batch_id=38 reason=periodic train_n=1000 wall=0.03900027275085449 cpu=0.03125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 28, 'buffer_size': 1000, 'global_batch_id': 38}
2026-01-29 03:03:46,714 | INFO | EVENT retrain_fit batch_id=40 reason=periodic train_n=1000 wall=0.043001413345336914 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 30, 'buffer_size': 1000, 'global_batch_id': 40}
2026-01-29 03:03:46,809 | INFO | EVENT retrain_fit batch_id=42 reason=periodic train_n=1000 wall=0.043000221252441406 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 32, 'buffer_size': 1000, 'global_batch_id': 42}
2026-01-29 03:03:46,901 | INFO | EVENT retrain_fit batch_id=44 reason=periodic train_n=1000 wall=0.041999101638793945 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 34, 'buffer_size': 1000, 'global_batch_id': 44}
2026-01-29 03:03:46,927 | INFO | Run finished. total={'wall_sec': 3.8584578037261963, 'cpu_sec': 3.84375, 'cpu_pct': 99.61881652011348, 'rss_mb': None} peak_rss_mb=None
