2026-01-29 01:23:51,905 | INFO | Run started: run_id=label_temporary__retrain_p2_last_window_wb2_fit__012351
2026-01-29 01:23:51,906 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260129_012116__label_temporary_lr\runs\label_temporary__retrain_p2_last_window_wb2_fit__012351
2026-01-29 01:23:53,213 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.30334973335266113 cpu=0.296875 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9552, 'pre_f1_macro': 0.8442627509872629}
2026-01-29 01:23:53,475 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=1000 wall=0.13457846641540527 cpu=0.125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 1000, 'global_batch_id': 7}
2026-01-29 01:23:53,726 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=1000 wall=0.13201665878295898 cpu=0.125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 1000, 'global_batch_id': 9}
2026-01-29 01:23:53,969 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=1000 wall=0.1320500373840332 cpu=0.125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 1000, 'global_batch_id': 11}
2026-01-29 01:23:54,208 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=1000 wall=0.1295180320739746 cpu=0.125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 1000, 'global_batch_id': 13}
2026-01-29 01:23:54,528 | INFO | EVENT retrain_fit batch_id=15 reason=periodic train_n=1000 wall=0.16862916946411133 cpu=0.171875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 1000, 'global_batch_id': 15}
2026-01-29 01:23:54,761 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=1000 wall=0.12877893447875977 cpu=0.125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 1000, 'global_batch_id': 17}
2026-01-29 01:23:54,964 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=1000 wall=0.11039948463439941 cpu=0.109375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 1000, 'global_batch_id': 19}
2026-01-29 01:23:55,227 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=1000 wall=0.1598217487335205 cpu=0.171875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 1000, 'global_batch_id': 21}
2026-01-29 01:23:55,567 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=1000 wall=0.178084135055542 cpu=0.171875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 1000, 'global_batch_id': 23}
2026-01-29 01:23:55,882 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=1000 wall=0.1810321807861328 cpu=0.1875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 1000, 'global_batch_id': 25}
2026-01-29 01:23:56,215 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=1000 wall=0.18794918060302734 cpu=0.1875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 1000, 'global_batch_id': 27}
2026-01-29 01:23:56,587 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=1000 wall=0.23537349700927734 cpu=0.21875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 1000, 'global_batch_id': 29}
2026-01-29 01:23:56,839 | INFO | EVENT retrain_fit batch_id=31 reason=periodic train_n=1000 wall=0.13138341903686523 cpu=0.140625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 26, 'buffer_size': 1000, 'global_batch_id': 31}
2026-01-29 01:23:57,083 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=1000 wall=0.13531851768493652 cpu=0.125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 28, 'buffer_size': 1000, 'global_batch_id': 33}
2026-01-29 01:23:57,332 | INFO | EVENT retrain_fit batch_id=35 reason=periodic train_n=1000 wall=0.13806915283203125 cpu=0.125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 30, 'buffer_size': 1000, 'global_batch_id': 35}
2026-01-29 01:23:57,575 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=1000 wall=0.1328125 cpu=0.140625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 32, 'buffer_size': 1000, 'global_batch_id': 37}
2026-01-29 01:23:57,818 | INFO | EVENT retrain_fit batch_id=39 reason=periodic train_n=1000 wall=0.1316382884979248 cpu=0.125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 34, 'buffer_size': 1000, 'global_batch_id': 39}
2026-01-29 01:23:58,049 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=1000 wall=0.12470126152038574 cpu=0.125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 36, 'buffer_size': 1000, 'global_batch_id': 41}
2026-01-29 01:23:58,356 | INFO | EVENT retrain_fit batch_id=43 reason=periodic train_n=1000 wall=0.18615102767944336 cpu=0.171875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 38, 'buffer_size': 1000, 'global_batch_id': 43}
2026-01-29 01:23:58,639 | INFO | EVENT retrain_fit batch_id=45 reason=periodic train_n=1000 wall=0.16144895553588867 cpu=0.15625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 40, 'buffer_size': 1000, 'global_batch_id': 45}
2026-01-29 01:23:58,640 | INFO | Run finished. total={'wall_sec': 6.735357284545898, 'cpu_sec': 6.625, 'cpu_pct': 98.36152293213739, 'rss_mb': None} peak_rss_mb=None
