2026-01-29 01:23:58,670 | INFO | Run started: run_id=label_temporary__retrain_p4_last_window_wb4_fit__012358
2026-01-29 01:23:58,670 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260129_012116__label_temporary_lr\runs\label_temporary__retrain_p4_last_window_wb4_fit__012358
2026-01-29 01:24:00,048 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.3081388473510742 cpu=0.3125 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9552, 'pre_f1_macro': 0.8442627509872629}
2026-01-29 01:24:00,524 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=2000 wall=0.2595973014831543 cpu=0.265625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 4, 'buffer_size': 2000, 'global_batch_id': 9}
2026-01-29 01:24:00,986 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=2000 wall=0.2395331859588623 cpu=0.234375 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 8, 'buffer_size': 2000, 'global_batch_id': 13}
2026-01-29 01:24:01,519 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=2000 wall=0.2921314239501953 cpu=0.28125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 12, 'buffer_size': 2000, 'global_batch_id': 17}
2026-01-29 01:24:01,957 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=2000 wall=0.24236464500427246 cpu=0.234375 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 16, 'buffer_size': 2000, 'global_batch_id': 21}
2026-01-29 01:24:02,424 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=2000 wall=0.2559235095977783 cpu=0.25 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 20, 'buffer_size': 2000, 'global_batch_id': 25}
2026-01-29 01:24:02,874 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=2000 wall=0.24192214012145996 cpu=0.25 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 24, 'buffer_size': 2000, 'global_batch_id': 29}
2026-01-29 01:24:03,359 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=2000 wall=0.2619161605834961 cpu=0.265625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 28, 'buffer_size': 2000, 'global_batch_id': 33}
2026-01-29 01:24:03,822 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=2000 wall=0.24479103088378906 cpu=0.25 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 32, 'buffer_size': 2000, 'global_batch_id': 37}
2026-01-29 01:24:04,271 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=2000 wall=0.2351078987121582 cpu=0.234375 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 36, 'buffer_size': 2000, 'global_batch_id': 41}
2026-01-29 01:24:04,717 | INFO | EVENT retrain_fit batch_id=45 reason=periodic train_n=2000 wall=0.23115205764770508 cpu=0.234375 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 40, 'buffer_size': 2000, 'global_batch_id': 45}
2026-01-29 01:24:04,717 | INFO | Run finished. total={'wall_sec': 6.047374486923218, 'cpu_sec': 6.03125, 'cpu_pct': 99.73336384313414, 'rss_mb': None} peak_rss_mb=None
