2026-01-28 04:17:04,928 | INFO | Run started: run_id=BE_gradual__quality_drop_acc_th0.02_bk3_ck2_quality_drop_last_window_wb8_update__041704
2026-01-28 04:17:04,928 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_041615__domain_gradual_nb\runs\BE_gradual__quality_drop_acc_th0.02_bk3_ck2_quality_drop_last_window_wb8_update__041704
2026-01-28 04:17:05,236 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.04099917411804199 cpu=0.03125 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9432, 'pre_f1_macro': 0.846040686892728}
2026-01-28 04:17:05,409 | INFO | EVENT retrain_update batch_id=14 reason=quality_drop train_n=4000 wall=0.06100010871887207 cpu=0.0625 rss_mb=None info={'threshold': 0.02, 'drop': 0.043, 'current_metric': 0.84, 'baseline_metric': 0.883}
2026-01-28 04:17:05,528 | INFO | EVENT retrain_update batch_id=19 reason=quality_drop train_n=4000 wall=0.06099963188171387 cpu=0.0625 rss_mb=None info={'threshold': 0.02, 'drop': 0.051, 'current_metric': 0.784, 'baseline_metric': 0.835}
2026-01-28 04:17:05,659 | INFO | EVENT retrain_update batch_id=26 reason=quality_drop train_n=4000 wall=0.05599784851074219 cpu=0.0625 rss_mb=None info={'threshold': 0.02, 'drop': 0.038, 'current_metric': 0.734, 'baseline_metric': 0.772}
2026-01-28 04:17:05,774 | INFO | EVENT retrain_update batch_id=32 reason=quality_drop train_n=4000 wall=0.052995920181274414 cpu=0.046875 rss_mb=None info={'threshold': 0.02, 'drop': 0.047, 'current_metric': 0.66, 'baseline_metric': 0.707}
2026-01-28 04:17:05,910 | INFO | EVENT retrain_update batch_id=41 reason=quality_drop train_n=4000 wall=0.04699897766113281 cpu=0.046875 rss_mb=None info={'threshold': 0.02, 'drop': 0.056, 'current_metric': 0.632, 'baseline_metric': 0.688}
2026-01-28 04:17:05,942 | INFO | Run finished. total={'wall_sec': 1.0134143829345703, 'cpu_sec': 1.015625, 'cpu_pct': 100.21813555270731, 'rss_mb': None} peak_rss_mb=None
