2026-01-28 04:08:11,046 | INFO | Run started: run_id=BE_sudden__retrain_p4_last_window_wb4_fit__040811
2026-01-28 04:08:11,046 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_040749__domain_sudden_nb\runs\BE_sudden__retrain_p4_last_window_wb4_fit__040811
2026-01-28 04:08:11,351 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.039998769760131836 cpu=0.046875 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9432, 'pre_f1_macro': 0.846040686892728}
2026-01-28 04:08:11,432 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=2000 wall=0.03100132942199707 cpu=0.03125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 4, 'buffer_size': 2000, 'global_batch_id': 9}
2026-01-28 04:08:11,506 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=2000 wall=0.030812978744506836 cpu=0.03125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 8, 'buffer_size': 2000, 'global_batch_id': 13}
2026-01-28 04:08:11,577 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=2000 wall=0.028195858001708984 cpu=0.03125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 12, 'buffer_size': 2000, 'global_batch_id': 17}
2026-01-28 04:08:11,633 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=2000 wall=0.021000385284423828 cpu=0.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 16, 'buffer_size': 2000, 'global_batch_id': 21}
2026-01-28 04:08:11,688 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=2000 wall=0.020999908447265625 cpu=0.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 20, 'buffer_size': 2000, 'global_batch_id': 25}
2026-01-28 04:08:11,744 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=2000 wall=0.022000551223754883 cpu=0.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 24, 'buffer_size': 2000, 'global_batch_id': 29}
2026-01-28 04:08:11,802 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=2000 wall=0.022000551223754883 cpu=0.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 28, 'buffer_size': 2000, 'global_batch_id': 33}
2026-01-28 04:08:11,860 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=2000 wall=0.022145748138427734 cpu=0.03125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 32, 'buffer_size': 2000, 'global_batch_id': 37}
2026-01-28 04:08:11,919 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=2000 wall=0.023001432418823242 cpu=0.03125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 36, 'buffer_size': 2000, 'global_batch_id': 41}
2026-01-28 04:08:11,981 | INFO | EVENT retrain_fit batch_id=45 reason=periodic train_n=2000 wall=0.024001121520996094 cpu=0.03125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 40, 'buffer_size': 2000, 'global_batch_id': 45}
2026-01-28 04:08:11,981 | INFO | Run finished. total={'wall_sec': 0.9342670440673828, 'cpu_sec': 0.921875, 'cpu_pct': 98.67360792119635, 'rss_mb': None} peak_rss_mb=None
