2026-01-29 02:48:08,665 | INFO | Run started: run_id=cfpb_company_sudden__retrain_p4_last_window_wb4_fit__024808
2026-01-29 02:48:08,665 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260129_024542__cfpb_gradual_lr\runs\cfpb_company_sudden__retrain_p4_last_window_wb4_fit__024808
2026-01-29 02:48:11,183 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=5000 wall=0.47603511810302734 cpu=0.46875 rss_mb=None info={'pretrain_batches': 10, 'pre_acc': 0.7616, 'pre_f1_macro': 0.556067159761591}
2026-01-29 02:48:11,511 | INFO | EVENT retrain_fit batch_id=14 reason=periodic train_n=2000 wall=0.2289118766784668 cpu=0.234375 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 4, 'buffer_size': 2000, 'global_batch_id': 14}
2026-01-29 02:48:11,836 | INFO | EVENT retrain_fit batch_id=18 reason=periodic train_n=2000 wall=0.212113618850708 cpu=0.21875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 8, 'buffer_size': 2000, 'global_batch_id': 18}
2026-01-29 02:48:12,184 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=2000 wall=0.24132084846496582 cpu=0.25 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 12, 'buffer_size': 2000, 'global_batch_id': 22}
2026-01-29 02:48:12,643 | INFO | EVENT retrain_fit batch_id=26 reason=periodic train_n=2000 wall=0.34104204177856445 cpu=0.34375 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 16, 'buffer_size': 2000, 'global_batch_id': 26}
2026-01-29 02:48:13,083 | INFO | EVENT retrain_fit batch_id=30 reason=periodic train_n=2000 wall=0.30438852310180664 cpu=0.296875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 20, 'buffer_size': 2000, 'global_batch_id': 30}
2026-01-29 02:48:13,629 | INFO | EVENT retrain_fit batch_id=34 reason=periodic train_n=2000 wall=0.36913418769836426 cpu=0.359375 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 24, 'buffer_size': 2000, 'global_batch_id': 34}
2026-01-29 02:48:14,100 | INFO | EVENT retrain_fit batch_id=38 reason=periodic train_n=2000 wall=0.307811975479126 cpu=0.296875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 28, 'buffer_size': 2000, 'global_batch_id': 38}
2026-01-29 02:48:14,451 | INFO | EVENT retrain_fit batch_id=42 reason=periodic train_n=2000 wall=0.2354109287261963 cpu=0.234375 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 32, 'buffer_size': 2000, 'global_batch_id': 42}
2026-01-29 02:48:14,537 | INFO | Run finished. total={'wall_sec': 5.871509075164795, 'cpu_sec': 5.84375, 'cpu_pct': 99.5272241801991, 'rss_mb': None} peak_rss_mb=None
