2026-01-28 04:08:02,002 | INFO | Run started: run_id=BE_sudden__retrain_p4_all_seen_fit__040801
2026-01-28 04:08:02,002 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_040749__domain_sudden_nb\runs\BE_sudden__retrain_p4_all_seen_fit__040801
2026-01-28 04:08:02,302 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.040003061294555664 cpu=0.046875 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9432, 'pre_f1_macro': 0.846040686892728}
2026-01-28 04:08:02,434 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=4500 wall=0.0729970932006836 cpu=0.0625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 4, 'buffer_size': 4500, 'global_batch_id': 9}
2026-01-28 04:08:02,590 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=6500 wall=0.10399913787841797 cpu=0.109375 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 8, 'buffer_size': 6500, 'global_batch_id': 13}
2026-01-28 04:08:02,759 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=8500 wall=0.12500214576721191 cpu=0.125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 12, 'buffer_size': 8500, 'global_batch_id': 17}
2026-01-28 04:08:02,942 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=10500 wall=0.1470015048980713 cpu=0.140625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 16, 'buffer_size': 10500, 'global_batch_id': 21}
2026-01-28 04:08:03,123 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=12500 wall=0.1494731903076172 cpu=0.171875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 20, 'buffer_size': 12500, 'global_batch_id': 25}
2026-01-28 04:08:03,342 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=14500 wall=0.1684863567352295 cpu=0.171875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 24, 'buffer_size': 14500, 'global_batch_id': 29}
2026-01-28 04:08:03,595 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=16500 wall=0.20450139045715332 cpu=0.203125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 28, 'buffer_size': 16500, 'global_batch_id': 33}
2026-01-28 04:08:03,849 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=18500 wall=0.2195425033569336 cpu=0.21875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 32, 'buffer_size': 18500, 'global_batch_id': 37}
2026-01-28 04:08:04,128 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=20500 wall=0.24452543258666992 cpu=0.25 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 36, 'buffer_size': 20500, 'global_batch_id': 41}
2026-01-28 04:08:04,428 | INFO | EVENT retrain_fit batch_id=45 reason=periodic train_n=22500 wall=0.26575255393981934 cpu=0.28125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 40, 'buffer_size': 22500, 'global_batch_id': 45}
2026-01-28 04:08:04,428 | INFO | Run finished. total={'wall_sec': 2.4263103008270264, 'cpu_sec': 2.375, 'cpu_pct': 97.88525396732905, 'rss_mb': None} peak_rss_mb=None
