2026-01-27 18:47:07,224 | INFO | Run started: run_id=huffpost_years__retrain_p4_last_window_wb4_fit__184707
2026-01-27 18:47:07,224 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260127_184700__huffpost_nb_gradual\runs\huffpost_years__retrain_p4_last_window_wb4_fit__184707
2026-01-27 18:47:07,307 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=3000 wall=0.011002540588378906 cpu=0.0 rss_mb=None info={'pretrain_batches': 6, 'pre_acc': 0.9346666666666666, 'pre_f1_macro': 0.9228743482237184}
2026-01-27 18:47:07,336 | INFO | EVENT retrain_fit batch_id=10 reason=periodic train_n=2000 wall=0.007997274398803711 cpu=0.0 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 4, 'buffer_size': 2000, 'global_batch_id': 10}
2026-01-27 18:47:07,366 | INFO | EVENT retrain_fit batch_id=14 reason=periodic train_n=2000 wall=0.008001565933227539 cpu=0.0 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 8, 'buffer_size': 2000, 'global_batch_id': 14}
2026-01-27 18:47:07,393 | INFO | EVENT retrain_fit batch_id=18 reason=periodic train_n=2000 wall=0.008002996444702148 cpu=0.0 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 12, 'buffer_size': 2000, 'global_batch_id': 18}
2026-01-27 18:47:07,422 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=2000 wall=0.007999181747436523 cpu=0.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 16, 'buffer_size': 2000, 'global_batch_id': 22}
2026-01-27 18:47:07,453 | INFO | EVENT retrain_fit batch_id=26 reason=periodic train_n=2000 wall=0.008999109268188477 cpu=0.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 20, 'buffer_size': 2000, 'global_batch_id': 26}
2026-01-27 18:47:07,483 | INFO | EVENT retrain_fit batch_id=30 reason=periodic train_n=2000 wall=0.007999181747436523 cpu=0.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 24, 'buffer_size': 2000, 'global_batch_id': 30}
2026-01-27 18:47:07,512 | INFO | EVENT retrain_fit batch_id=34 reason=periodic train_n=2000 wall=0.009000778198242188 cpu=0.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 28, 'buffer_size': 2000, 'global_batch_id': 34}
2026-01-27 18:47:07,545 | INFO | EVENT retrain_fit batch_id=38 reason=periodic train_n=2000 wall=0.009996414184570312 cpu=0.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 32, 'buffer_size': 2000, 'global_batch_id': 38}
2026-01-27 18:47:07,581 | INFO | EVENT retrain_fit batch_id=42 reason=periodic train_n=2000 wall=0.01000070571899414 cpu=0.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 36, 'buffer_size': 2000, 'global_batch_id': 42}
2026-01-27 18:47:07,581 | INFO | Run finished. total={'wall_sec': 0.35759830474853516, 'cpu_sec': 0.359375, 'cpu_pct': 100.4968410721953, 'rss_mb': None} peak_rss_mb=None
