2026-01-28 04:17:10,654 | INFO | Run started: run_id=BE_gradual__quality_drop_acc_th0.02_bk3_ck2_quality_drop_last_window_wb16_update__041710
2026-01-28 04:17:10,654 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_041615__domain_gradual_nb\runs\BE_gradual__quality_drop_acc_th0.02_bk3_ck2_quality_drop_last_window_wb16_update__041710
2026-01-28 04:17:10,979 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.04573845863342285 cpu=0.03125 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9432, 'pre_f1_macro': 0.846040686892728}
2026-01-28 04:17:11,205 | INFO | EVENT retrain_update batch_id=14 reason=quality_drop train_n=7000 wall=0.1086263656616211 cpu=0.109375 rss_mb=None info={'threshold': 0.02, 'drop': 0.043, 'current_metric': 0.84, 'baseline_metric': 0.883}
2026-01-28 04:17:11,423 | INFO | EVENT retrain_update batch_id=19 reason=quality_drop train_n=9500 wall=0.15073919296264648 cpu=0.140625 rss_mb=None info={'threshold': 0.02, 'drop': 0.051, 'current_metric': 0.776, 'baseline_metric': 0.827}
2026-01-28 04:17:11,617 | INFO | EVENT retrain_update batch_id=26 reason=quality_drop train_n=8000 wall=0.11435699462890625 cpu=0.109375 rss_mb=None info={'threshold': 0.02, 'drop': 0.046, 'current_metric': 0.722, 'baseline_metric': 0.768}
2026-01-28 04:17:11,783 | INFO | EVENT retrain_update batch_id=32 reason=quality_drop train_n=8000 wall=0.10648131370544434 cpu=0.109375 rss_mb=None info={'threshold': 0.02, 'drop': 0.057, 'current_metric': 0.654, 'baseline_metric': 0.711}
2026-01-28 04:17:11,945 | INFO | EVENT retrain_update batch_id=38 reason=quality_drop train_n=8000 wall=0.10100007057189941 cpu=0.09375 rss_mb=None info={'threshold': 0.02, 'drop': 0.031, 'current_metric': 0.636, 'baseline_metric': 0.667}
2026-01-28 04:17:11,999 | INFO | Run finished. total={'wall_sec': 1.344935655593872, 'cpu_sec': 1.3125, 'cpu_pct': 97.58831171893128, 'rss_mb': None} peak_rss_mb=None
