2026-01-29 01:28:38,374 | INFO | Run started: run_id=label_temporary__retrain_p1_last_window_wb1_update__012838
2026-01-29 01:28:38,374 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260129_012640__label_temporary_sgd\runs\label_temporary__retrain_p1_last_window_wb1_update__012838
2026-01-29 01:28:39,541 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.22421479225158691 cpu=0.234375 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9976, 'pre_f1_macro': 0.9932855383028706}
2026-01-29 01:28:39,634 | INFO | EVENT retrain_update batch_id=6 reason=periodic train_n=500 wall=0.04372692108154297 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 1, 'buffer_size': 500, 'global_batch_id': 6}
2026-01-29 01:28:39,736 | INFO | EVENT retrain_update batch_id=7 reason=periodic train_n=500 wall=0.04850959777832031 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 2, 'buffer_size': 500, 'global_batch_id': 7}
2026-01-29 01:28:39,831 | INFO | EVENT retrain_update batch_id=8 reason=periodic train_n=500 wall=0.04556846618652344 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 3, 'buffer_size': 500, 'global_batch_id': 8}
2026-01-29 01:28:39,928 | INFO | EVENT retrain_update batch_id=9 reason=periodic train_n=500 wall=0.047542572021484375 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 4, 'buffer_size': 500, 'global_batch_id': 9}
2026-01-29 01:28:40,026 | INFO | EVENT retrain_update batch_id=10 reason=periodic train_n=500 wall=0.047538042068481445 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 5, 'buffer_size': 500, 'global_batch_id': 10}
2026-01-29 01:28:40,131 | INFO | EVENT retrain_update batch_id=11 reason=periodic train_n=500 wall=0.05560564994812012 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 6, 'buffer_size': 500, 'global_batch_id': 11}
2026-01-29 01:28:40,257 | INFO | EVENT retrain_update batch_id=12 reason=periodic train_n=500 wall=0.0525517463684082 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 7, 'buffer_size': 500, 'global_batch_id': 12}
2026-01-29 01:28:40,354 | INFO | EVENT retrain_update batch_id=13 reason=periodic train_n=500 wall=0.04446744918823242 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 8, 'buffer_size': 500, 'global_batch_id': 13}
2026-01-29 01:28:40,514 | INFO | EVENT retrain_update batch_id=14 reason=periodic train_n=500 wall=0.07302069664001465 cpu=0.078125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 9, 'buffer_size': 500, 'global_batch_id': 14}
2026-01-29 01:28:40,618 | INFO | EVENT retrain_update batch_id=15 reason=periodic train_n=500 wall=0.05105137825012207 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 10, 'buffer_size': 500, 'global_batch_id': 15}
2026-01-29 01:28:40,699 | INFO | EVENT retrain_update batch_id=16 reason=periodic train_n=500 wall=0.03902864456176758 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 11, 'buffer_size': 500, 'global_batch_id': 16}
2026-01-29 01:28:40,797 | INFO | EVENT retrain_update batch_id=17 reason=periodic train_n=500 wall=0.045534372329711914 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 12, 'buffer_size': 500, 'global_batch_id': 17}
2026-01-29 01:28:40,879 | INFO | EVENT retrain_update batch_id=18 reason=periodic train_n=500 wall=0.03905367851257324 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 13, 'buffer_size': 500, 'global_batch_id': 18}
2026-01-29 01:28:40,955 | INFO | EVENT retrain_update batch_id=19 reason=periodic train_n=500 wall=0.03802990913391113 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 14, 'buffer_size': 500, 'global_batch_id': 19}
2026-01-29 01:28:41,040 | INFO | EVENT retrain_update batch_id=20 reason=periodic train_n=500 wall=0.040032386779785156 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 15, 'buffer_size': 500, 'global_batch_id': 20}
2026-01-29 01:28:41,116 | INFO | EVENT retrain_update batch_id=21 reason=periodic train_n=500 wall=0.03802752494812012 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 16, 'buffer_size': 500, 'global_batch_id': 21}
2026-01-29 01:28:41,245 | INFO | EVENT retrain_update batch_id=22 reason=periodic train_n=500 wall=0.06055140495300293 cpu=0.0625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 17, 'buffer_size': 500, 'global_batch_id': 22}
2026-01-29 01:28:41,346 | INFO | EVENT retrain_update batch_id=23 reason=periodic train_n=500 wall=0.04913830757141113 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 18, 'buffer_size': 500, 'global_batch_id': 23}
2026-01-29 01:28:41,429 | INFO | EVENT retrain_update batch_id=24 reason=periodic train_n=500 wall=0.04002857208251953 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 19, 'buffer_size': 500, 'global_batch_id': 24}
2026-01-29 01:28:41,520 | INFO | EVENT retrain_update batch_id=25 reason=periodic train_n=500 wall=0.04453778266906738 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 20, 'buffer_size': 500, 'global_batch_id': 25}
2026-01-29 01:28:41,619 | INFO | EVENT retrain_update batch_id=26 reason=periodic train_n=500 wall=0.04842233657836914 cpu=0.0625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 21, 'buffer_size': 500, 'global_batch_id': 26}
2026-01-29 01:28:41,700 | INFO | EVENT retrain_update batch_id=27 reason=periodic train_n=500 wall=0.03825211524963379 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 22, 'buffer_size': 500, 'global_batch_id': 27}
