2026-01-28 04:05:08,155 | INFO | Run started: run_id=BE_sudden__retrain_p4_all_seen_fit__040508
2026-01-28 04:05:08,155 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_040455__domain_sudden_sgd\runs\BE_sudden__retrain_p4_all_seen_fit__040508
2026-01-28 04:05:08,460 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.05462241172790527 cpu=0.046875 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9452, 'pre_f1_macro': 0.7665352674892351}
2026-01-28 04:05:08,601 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=4500 wall=0.07161712646484375 cpu=0.0625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 4, 'buffer_size': 4500, 'global_batch_id': 9}
2026-01-28 04:05:08,753 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=6500 wall=0.10353612899780273 cpu=0.109375 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 8, 'buffer_size': 6500, 'global_batch_id': 13}
2026-01-28 04:05:08,926 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=8500 wall=0.1302330493927002 cpu=0.125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 12, 'buffer_size': 8500, 'global_batch_id': 17}
2026-01-28 04:05:09,124 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=10500 wall=0.1620028018951416 cpu=0.171875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 16, 'buffer_size': 10500, 'global_batch_id': 21}
2026-01-28 04:05:09,340 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=12500 wall=0.17899847030639648 cpu=0.1875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 20, 'buffer_size': 12500, 'global_batch_id': 25}
2026-01-28 04:05:09,581 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=14500 wall=0.20399856567382812 cpu=0.171875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 24, 'buffer_size': 14500, 'global_batch_id': 29}
2026-01-28 04:05:09,831 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=16500 wall=0.21300792694091797 cpu=0.21875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 28, 'buffer_size': 16500, 'global_batch_id': 33}
2026-01-28 04:05:10,116 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=18500 wall=0.24930858612060547 cpu=0.25 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 32, 'buffer_size': 18500, 'global_batch_id': 37}
2026-01-28 04:05:10,409 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=20500 wall=0.25699830055236816 cpu=0.265625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 36, 'buffer_size': 20500, 'global_batch_id': 41}
2026-01-28 04:05:10,730 | INFO | EVENT retrain_fit batch_id=45 reason=periodic train_n=22500 wall=0.27900218963623047 cpu=0.265625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 40, 'buffer_size': 22500, 'global_batch_id': 45}
2026-01-28 04:05:10,730 | INFO | Run finished. total={'wall_sec': 2.574167490005493, 'cpu_sec': 2.53125, 'cpu_pct': 98.3327623329824, 'rss_mb': None} peak_rss_mb=None
