2026-01-29 02:57:16,790 | INFO | Run started: run_id=cfpb_company_sudden__retrain_p2_all_seen_fit__025716
2026-01-29 02:57:16,790 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260129_025637__cfpb_gradual_pa\runs\cfpb_company_sudden__retrain_p2_all_seen_fit__025716
2026-01-29 02:57:19,509 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=5000 wall=0.3168947696685791 cpu=0.3125 rss_mb=None info={'pretrain_batches': 10, 'pre_acc': 0.9536, 'pre_f1_macro': 0.9582352394786001}
2026-01-29 02:57:19,908 | INFO | EVENT retrain_fit batch_id=12 reason=periodic train_n=6000 wall=0.352811336517334 cpu=0.359375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 6000, 'global_batch_id': 12}
2026-01-29 02:57:20,548 | INFO | EVENT retrain_fit batch_id=14 reason=periodic train_n=7000 wall=0.5547785758972168 cpu=0.515625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 7000, 'global_batch_id': 14}
2026-01-29 02:57:21,164 | INFO | EVENT retrain_fit batch_id=16 reason=periodic train_n=8000 wall=0.5638003349304199 cpu=0.546875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 8000, 'global_batch_id': 16}
2026-01-29 02:57:21,756 | INFO | EVENT retrain_fit batch_id=18 reason=periodic train_n=9000 wall=0.5209474563598633 cpu=0.515625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 9000, 'global_batch_id': 18}
2026-01-29 02:57:22,398 | INFO | EVENT retrain_fit batch_id=20 reason=periodic train_n=10000 wall=0.5981225967407227 cpu=0.59375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 10000, 'global_batch_id': 20}
2026-01-29 02:57:23,141 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=11000 wall=0.6863424777984619 cpu=0.6875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 11000, 'global_batch_id': 22}
2026-01-29 02:57:23,995 | INFO | EVENT retrain_fit batch_id=24 reason=periodic train_n=12000 wall=0.7951614856719971 cpu=0.796875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 12000, 'global_batch_id': 24}
2026-01-29 02:57:24,897 | INFO | EVENT retrain_fit batch_id=26 reason=periodic train_n=13000 wall=0.8467984199523926 cpu=0.8125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 13000, 'global_batch_id': 26}
2026-01-29 02:57:25,933 | INFO | EVENT retrain_fit batch_id=28 reason=periodic train_n=14000 wall=0.9469521045684814 cpu=0.953125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 14000, 'global_batch_id': 28}
2026-01-29 02:57:27,450 | INFO | EVENT retrain_fit batch_id=30 reason=periodic train_n=15000 wall=1.4660921096801758 cpu=1.390625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 15000, 'global_batch_id': 30}
2026-01-29 02:57:28,706 | INFO | EVENT retrain_fit batch_id=32 reason=periodic train_n=16000 wall=1.1854751110076904 cpu=1.109375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 16000, 'global_batch_id': 32}
2026-01-29 02:57:30,006 | INFO | EVENT retrain_fit batch_id=34 reason=periodic train_n=17000 wall=1.243720531463623 cpu=1.203125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 17000, 'global_batch_id': 34}
2026-01-29 02:57:31,188 | INFO | EVENT retrain_fit batch_id=36 reason=periodic train_n=18000 wall=1.1130118370056152 cpu=1.109375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 26, 'buffer_size': 18000, 'global_batch_id': 36}
2026-01-29 02:57:32,322 | INFO | EVENT retrain_fit batch_id=38 reason=periodic train_n=19000 wall=1.0833001136779785 cpu=1.09375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 28, 'buffer_size': 19000, 'global_batch_id': 38}
2026-01-29 02:57:33,914 | INFO | EVENT retrain_fit batch_id=40 reason=periodic train_n=20000 wall=1.5399580001831055 cpu=1.53125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 30, 'buffer_size': 20000, 'global_batch_id': 40}
2026-01-29 02:57:35,185 | INFO | EVENT retrain_fit batch_id=42 reason=periodic train_n=21000 wall=1.2035572528839111 cpu=1.203125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 32, 'buffer_size': 21000, 'global_batch_id': 42}
2026-01-29 02:57:36,555 | INFO | EVENT retrain_fit batch_id=44 reason=periodic train_n=22000 wall=1.3156025409698486 cpu=1.328125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 34, 'buffer_size': 22000, 'global_batch_id': 44}
2026-01-29 02:57:36,595 | INFO | Run finished. total={'wall_sec': 19.804463863372803, 'cpu_sec': 19.5, 'cpu_pct': 98.46265031220618, 'rss_mb': None} peak_rss_mb=None
