ts,run_id,event_type,batch_id,reason,train_n,info,wall_fit_sec,cpu_fit_sec,cpu_fit_pct,rss_mb
2026-01-28 04:07:01,BE_sudden__quality_drop_acc_th0.02_bk3_ck2_quality_drop_last_window_wb4_update__040701,pretrain_fit,,pretrain,2500,"{""pretrain_batches"": 5, ""pre_acc"": 1.0, ""pre_f1_macro"": 1.0}",0.03611588478088379,0.046875,129.7905347865409,
2026-01-28 04:07:01,BE_sudden__quality_drop_acc_th0.02_bk3_ck2_quality_drop_last_window_wb4_update__040701,retrain_update,17,quality_drop,2000,"{""threshold"": 0.02, ""drop"": 0.133, ""current_metric"": 0.77, ""baseline_metric"": 0.903}",0.026000022888183594,0.015625,60.09610094266955,
