2026-01-29 01:33:22,150 | INFO | Run started: run_id=label_temporary__retrain_p1_all_seen_fit__013322
2026-01-29 01:33:22,150 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260129_013318__label_temporary_pa\runs\label_temporary__retrain_p1_all_seen_fit__013322
2026-01-29 01:33:23,416 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.2822725772857666 cpu=0.28125 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9988, 'pre_f1_macro': 0.9966607287002354}
2026-01-29 01:33:23,786 | INFO | EVENT retrain_fit batch_id=6 reason=periodic train_n=3000 wall=0.3141913414001465 cpu=0.296875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 1, 'buffer_size': 3000, 'global_batch_id': 6}
2026-01-29 01:33:24,210 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=3500 wall=0.3525843620300293 cpu=0.359375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 2, 'buffer_size': 3500, 'global_batch_id': 7}
2026-01-29 01:33:24,624 | INFO | EVENT retrain_fit batch_id=8 reason=periodic train_n=4000 wall=0.3549339771270752 cpu=0.359375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 3, 'buffer_size': 4000, 'global_batch_id': 8}
2026-01-29 01:33:25,115 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=4500 wall=0.44091224670410156 cpu=0.421875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 4, 'buffer_size': 4500, 'global_batch_id': 9}
2026-01-29 01:33:25,659 | INFO | EVENT retrain_fit batch_id=10 reason=periodic train_n=5000 wall=0.4889698028564453 cpu=0.484375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 5, 'buffer_size': 5000, 'global_batch_id': 10}
2026-01-29 01:33:26,244 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=5500 wall=0.5370032787322998 cpu=0.53125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 6, 'buffer_size': 5500, 'global_batch_id': 11}
2026-01-29 01:33:26,883 | INFO | EVENT retrain_fit batch_id=12 reason=periodic train_n=6000 wall=0.5882763862609863 cpu=0.578125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 7, 'buffer_size': 6000, 'global_batch_id': 12}
2026-01-29 01:33:27,672 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=6500 wall=0.721930980682373 cpu=0.71875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 8, 'buffer_size': 6500, 'global_batch_id': 13}
2026-01-29 01:33:28,447 | INFO | EVENT retrain_fit batch_id=14 reason=periodic train_n=7000 wall=0.6956889629364014 cpu=0.6875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 9, 'buffer_size': 7000, 'global_batch_id': 14}
2026-01-29 01:33:29,240 | INFO | EVENT retrain_fit batch_id=15 reason=periodic train_n=7500 wall=0.7376773357391357 cpu=0.734375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 10, 'buffer_size': 7500, 'global_batch_id': 15}
2026-01-29 01:33:30,044 | INFO | EVENT retrain_fit batch_id=16 reason=periodic train_n=8000 wall=0.7593851089477539 cpu=0.765625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 11, 'buffer_size': 8000, 'global_batch_id': 16}
2026-01-29 01:33:30,874 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=8500 wall=0.7731528282165527 cpu=0.765625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 12, 'buffer_size': 8500, 'global_batch_id': 17}
2026-01-29 01:33:32,024 | INFO | EVENT retrain_fit batch_id=18 reason=periodic train_n=9000 wall=1.1056268215179443 cpu=1.09375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 13, 'buffer_size': 9000, 'global_batch_id': 18}
2026-01-29 01:33:33,162 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=9500 wall=1.0848805904388428 cpu=1.078125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 14, 'buffer_size': 9500, 'global_batch_id': 19}
2026-01-29 01:33:34,177 | INFO | EVENT retrain_fit batch_id=20 reason=periodic train_n=10000 wall=0.965487003326416 cpu=0.96875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 15, 'buffer_size': 10000, 'global_batch_id': 20}
2026-01-29 01:33:35,393 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=10500 wall=1.176743507385254 cpu=1.171875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 16, 'buffer_size': 10500, 'global_batch_id': 21}
2026-01-29 01:33:36,477 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=11000 wall=1.0094280242919922 cpu=1.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 17, 'buffer_size': 11000, 'global_batch_id': 22}
2026-01-29 01:33:37,701 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=11500 wall=1.153074026107788 cpu=1.15625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 18, 'buffer_size': 11500, 'global_batch_id': 23}
2026-01-29 01:33:38,922 | INFO | EVENT retrain_fit batch_id=24 reason=periodic train_n=12000 wall=1.166649341583252 cpu=1.140625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 19, 'buffer_size': 12000, 'global_batch_id': 24}
2026-01-29 01:33:40,202 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=12500 wall=1.2164974212646484 cpu=1.21875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 20, 'buffer_size': 12500, 'global_batch_id': 25}
2026-01-29 01:33:41,515 | INFO | EVENT retrain_fit batch_id=26 reason=periodic train_n=13000 wall=1.2520051002502441 cpu=1.25 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 21, 'buffer_size': 13000, 'global_batch_id': 26}
2026-01-29 01:33:42,907 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=13500 wall=1.3485538959503174 cpu=1.34375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 22, 'buffer_size': 13500, 'global_batch_id': 27}
2026-01-29 01:33:44,341 | INFO | EVENT retrain_fit batch_id=28 reason=periodic train_n=14000 wall=1.3841047286987305 cpu=1.390625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 23, 'buffer_size': 14000, 'global_batch_id': 28}
2026-01-29 01:33:45,732 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=14500 wall=1.3258883953094482 cpu=1.328125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 24, 'buffer_size': 14500, 'global_batch_id': 29}
2026-01-29 01:33:47,236 | INFO | EVENT retrain_fit batch_id=30 reason=periodic train_n=15000 wall=1.4542295932769775 cpu=1.453125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 25, 'buffer_size': 15000, 'global_batch_id': 30}
2026-01-29 01:33:49,186 | INFO | EVENT retrain_fit batch_id=31 reason=periodic train_n=15500 wall=1.8883404731750488 cpu=1.890625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 26, 'buffer_size': 15500, 'global_batch_id': 31}
2026-01-29 01:33:50,706 | INFO | EVENT retrain_fit batch_id=32 reason=periodic train_n=16000 wall=1.4702396392822266 cpu=1.46875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 27, 'buffer_size': 16000, 'global_batch_id': 32}
2026-01-29 01:33:52,295 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=16500 wall=1.5299901962280273 cpu=1.53125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 28, 'buffer_size': 16500, 'global_batch_id': 33}
2026-01-29 01:33:54,064 | INFO | EVENT retrain_fit batch_id=34 reason=periodic train_n=17000 wall=1.7142562866210938 cpu=1.71875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 29, 'buffer_size': 17000, 'global_batch_id': 34}
2026-01-29 01:33:55,746 | INFO | EVENT retrain_fit batch_id=35 reason=periodic train_n=17500 wall=1.630875587463379 cpu=1.640625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 30, 'buffer_size': 17500, 'global_batch_id': 35}
2026-01-29 01:33:57,500 | INFO | EVENT retrain_fit batch_id=36 reason=periodic train_n=18000 wall=1.705230474472046 cpu=1.703125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 31, 'buffer_size': 18000, 'global_batch_id': 36}
2026-01-29 01:33:59,284 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=18500 wall=1.7178418636322021 cpu=1.71875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 32, 'buffer_size': 18500, 'global_batch_id': 37}
2026-01-29 01:34:01,092 | INFO | EVENT retrain_fit batch_id=38 reason=periodic train_n=19000 wall=1.7445008754730225 cpu=1.75 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 33, 'buffer_size': 19000, 'global_batch_id': 38}
2026-01-29 01:34:02,875 | INFO | EVENT retrain_fit batch_id=39 reason=periodic train_n=19500 wall=1.7301886081695557 cpu=1.734375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 34, 'buffer_size': 19500, 'global_batch_id': 39}
2026-01-29 01:34:05,256 | INFO | EVENT retrain_fit batch_id=40 reason=periodic train_n=20000 wall=2.3315796852111816 cpu=2.3125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 35, 'buffer_size': 20000, 'global_batch_id': 40}
2026-01-29 01:34:07,186 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=20500 wall=1.8814170360565186 cpu=1.890625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 36, 'buffer_size': 20500, 'global_batch_id': 41}
2026-01-29 01:34:09,242 | INFO | EVENT retrain_fit batch_id=42 reason=periodic train_n=21000 wall=1.9932470321655273 cpu=1.984375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 37, 'buffer_size': 21000, 'global_batch_id': 42}
2026-01-29 01:34:11,234 | INFO | EVENT retrain_fit batch_id=43 reason=periodic train_n=21500 wall=1.9472987651824951 cpu=1.9375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 38, 'buffer_size': 21500, 'global_batch_id': 43}
2026-01-29 01:34:13,264 | INFO | EVENT retrain_fit batch_id=44 reason=periodic train_n=22000 wall=1.9847090244293213 cpu=1.984375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 39, 'buffer_size': 22000, 'global_batch_id': 44}
2026-01-29 01:34:15,304 | INFO | EVENT retrain_fit batch_id=45 reason=periodic train_n=22500 wall=1.9906344413757324 cpu=1.984375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 40, 'buffer_size': 22500, 'global_batch_id': 45}
2026-01-29 01:34:15,304 | INFO | Run finished. total={'wall_sec': 53.15327525138855, 'cpu_sec': 52.984375, 'cpu_pct': 99.68223924002851, 'rss_mb': None} peak_rss_mb=None
