ts,run_id,batch_id,group,step_kind,n,pos_share,label_dist,acc,f1_macro,precision,recall,mix_weights,mix_alloc,wall_pred_sec,cpu_pred_sec,cpu_pred_pct,rss_mb
2026-01-28 04:11:55,BE_gradual__retrain_p2_last_window_wb2_fit__041155,6,books,group,500,0.894,"{""1"": 447, ""0"": 53}",0.894,0.4720168954593453,0.447,0.5,,,0.0029954910278320312,0.015625,521.6173193250557,
2026-01-28 04:11:55,BE_gradual__retrain_p2_last_window_wb2_fit__041155,7,books,group,500,0.896,"{""1"": 448, ""0"": 52}",0.896,0.4725738396624473,0.448,0.5,,,0.011824846267700195,0.015625,132.1370244167994,
2026-01-28 04:11:55,BE_gradual__retrain_p2_last_window_wb2_fit__041155,8,books,group,500,0.89,"{""1"": 445, ""0"": 55}",0.89,0.4708994708994709,0.445,0.5,,,0.011436223983764648,0.015625,136.62726457773053,
2026-01-28 04:11:55,BE_gradual__retrain_p2_last_window_wb2_fit__041155,9,books,group,500,0.894,"{""1"": 447, ""0"": 53}",0.894,0.4720168954593453,0.447,0.5,,,0.009339332580566406,0.0,0.0,
2026-01-28 04:11:55,BE_gradual__retrain_p2_last_window_wb2_fit__041155,10,books,group,500,0.884,"{""1"": 442, ""0"": 58}",0.884,0.4692144373673036,0.442,0.5,,,0.009490013122558594,0.0,0.0,
2026-01-28 04:11:55,BE_gradual__retrain_p2_last_window_wb2_fit__041155,11,books,group,500,0.882,"{""1"": 441, ""0"": 59}",0.882,0.46865037194473963,0.441,0.5,,,0.0070362091064453125,0.015625,222.06560043372184,
2026-01-28 04:11:55,BE_gradual__retrain_p2_last_window_wb2_fit__041155,12,books,group,500,0.914,"{""1"": 457, ""0"": 43}",0.914,0.47753396029258094,0.457,0.5,,,0.008911371231079102,0.015625,175.33777456724724,
2026-01-28 04:11:55,BE_gradual__retrain_p2_last_window_wb2_fit__041155,13,mix,mix,500,0.888,"{""1"": 444, ""0"": 56}",0.888,0.4703389830508475,0.444,0.5,"{""books"": 0.8, ""electronics"": 0.2}","{""books"": 400, ""electronics"": 100}",0.008074283599853516,0.015625,193.51562038622808,
2026-01-28 04:11:55,BE_gradual__retrain_p2_last_window_wb2_fit__041155,14,mix,mix,500,0.896,"{""0"": 52, ""1"": 448}",0.896,0.4725738396624473,0.448,0.5,"{""books"": 0.8, ""electronics"": 0.2}","{""books"": 400, ""electronics"": 100}",0.008999824523925781,0.015625,173.61449613224542,
2026-01-28 04:11:55,BE_gradual__retrain_p2_last_window_wb2_fit__041155,15,mix,mix,500,0.906,"{""1"": 453, ""0"": 47}",0.906,0.4753410283315844,0.453,0.5,"{""books"": 0.8, ""electronics"": 0.2}","{""books"": 400, ""electronics"": 100}",0.010998964309692383,0.015625,142.05882990484037,
2026-01-28 04:11:55,BE_gradual__retrain_p2_last_window_wb2_fit__041155,16,mix,mix,500,0.864,"{""1"": 432, ""0"": 68}",0.864,0.46351931330472107,0.432,0.5,"{""books"": 0.8, ""electronics"": 0.2}","{""books"": 400, ""electronics"": 100}",0.010003805160522461,0.015625,156.19056698205392,
2026-01-28 04:11:55,BE_gradual__retrain_p2_last_window_wb2_fit__041155,17,mix,mix,500,0.848,"{""1"": 424, ""0"": 76}",0.848,0.4588744588744589,0.424,0.5,"{""books"": 0.8, ""electronics"": 0.2}","{""books"": 400, ""electronics"": 100}",0.010998249053955078,0.0,0.0,
2026-01-28 04:11:55,BE_gradual__retrain_p2_last_window_wb2_fit__041155,18,mix,mix,500,0.876,"{""1"": 438, ""0"": 62}",0.878,0.48332232216970744,0.938877755511022,0.5080645161290323,"{""books"": 0.8, ""electronics"": 0.2}","{""books"": 400, ""electronics"": 100}",0.007998943328857422,0.0,0.0,
2026-01-28 04:11:55,BE_gradual__retrain_p2_last_window_wb2_fit__041155,19,mix,mix,500,0.86,"{""1"": 430, ""0"": 70}",0.86,0.47617337164750956,0.6807228915662651,0.5059800664451827,"{""books"": 0.6, ""electronics"": 0.4}","{""books"": 300, ""electronics"": 200}",0.008797407150268555,0.0,0.0,
2026-01-28 04:11:55,BE_gradual__retrain_p2_last_window_wb2_fit__041155,20,mix,mix,500,0.874,"{""1"": 437, ""0"": 63}",0.874,0.4663820704375667,0.437,0.5,"{""books"": 0.6, ""electronics"": 0.4}","{""books"": 300, ""electronics"": 200}",0.008998870849609375,0.015625,173.63289529461636,
2026-01-28 04:11:55,BE_gradual__retrain_p2_last_window_wb2_fit__041155,21,mix,mix,500,0.866,"{""1"": 433, ""0"": 67}",0.866,0.4640943193997856,0.433,0.5,"{""books"": 0.6, ""electronics"": 0.4}","{""books"": 300, ""electronics"": 200}",0.009998321533203125,0.0,0.0,
