2026-01-28 04:23:03,351 | INFO | Run started: run_id=BE_temporary__retrain_p1_last_window_wb1_fit__042303
2026-01-28 04:23:03,351 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_042245__domain_temporary\runs\BE_temporary__retrain_p1_last_window_wb1_fit__042303
2026-01-28 04:23:03,668 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.04199981689453125 cpu=0.046875 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9432, 'pre_f1_macro': 0.846040686892728}
2026-01-28 04:23:03,688 | INFO | EVENT retrain_fit batch_id=6 reason=periodic train_n=500 wall=0.009001016616821289 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 1, 'buffer_size': 500, 'global_batch_id': 6}
2026-01-28 04:23:03,722 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=500 wall=0.012000083923339844 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 2, 'buffer_size': 500, 'global_batch_id': 7}
2026-01-28 04:23:03,744 | INFO | EVENT retrain_fit batch_id=8 reason=periodic train_n=500 wall=0.00799870491027832 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 3, 'buffer_size': 500, 'global_batch_id': 8}
2026-01-28 04:23:03,766 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=500 wall=0.008000373840332031 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 4, 'buffer_size': 500, 'global_batch_id': 9}
2026-01-28 04:23:03,791 | INFO | EVENT retrain_fit batch_id=10 reason=periodic train_n=500 wall=0.009998798370361328 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 5, 'buffer_size': 500, 'global_batch_id': 10}
2026-01-28 04:23:03,819 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=500 wall=0.012000560760498047 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 6, 'buffer_size': 500, 'global_batch_id': 11}
2026-01-28 04:23:03,848 | INFO | EVENT retrain_fit batch_id=12 reason=periodic train_n=500 wall=0.01399993896484375 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 7, 'buffer_size': 500, 'global_batch_id': 12}
2026-01-28 04:23:03,866 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=500 wall=0.0069980621337890625 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 8, 'buffer_size': 500, 'global_batch_id': 13}
2026-01-28 04:23:03,884 | INFO | EVENT retrain_fit batch_id=14 reason=periodic train_n=500 wall=0.006999969482421875 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 9, 'buffer_size': 500, 'global_batch_id': 14}
2026-01-28 04:23:03,899 | INFO | EVENT retrain_fit batch_id=15 reason=periodic train_n=500 wall=0.00599980354309082 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 10, 'buffer_size': 500, 'global_batch_id': 15}
2026-01-28 04:23:03,915 | INFO | EVENT retrain_fit batch_id=16 reason=periodic train_n=500 wall=0.0060007572174072266 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 11, 'buffer_size': 500, 'global_batch_id': 16}
2026-01-28 04:23:03,932 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=500 wall=0.008000373840332031 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 12, 'buffer_size': 500, 'global_batch_id': 17}
2026-01-28 04:23:03,947 | INFO | EVENT retrain_fit batch_id=18 reason=periodic train_n=500 wall=0.004998445510864258 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 13, 'buffer_size': 500, 'global_batch_id': 18}
2026-01-28 04:23:03,963 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=500 wall=0.006998538970947266 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 14, 'buffer_size': 500, 'global_batch_id': 19}
2026-01-28 04:23:03,978 | INFO | EVENT retrain_fit batch_id=20 reason=periodic train_n=500 wall=0.0049991607666015625 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 15, 'buffer_size': 500, 'global_batch_id': 20}
2026-01-28 04:23:03,994 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=500 wall=0.00599980354309082 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 16, 'buffer_size': 500, 'global_batch_id': 21}
2026-01-28 04:23:04,010 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=500 wall=0.00599980354309082 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 17, 'buffer_size': 500, 'global_batch_id': 22}
2026-01-28 04:23:04,025 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=500 wall=0.0060002803802490234 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 18, 'buffer_size': 500, 'global_batch_id': 23}
2026-01-28 04:23:04,040 | INFO | EVENT retrain_fit batch_id=24 reason=periodic train_n=500 wall=0.0060002803802490234 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 19, 'buffer_size': 500, 'global_batch_id': 24}
2026-01-28 04:23:04,060 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=500 wall=0.00800323486328125 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 20, 'buffer_size': 500, 'global_batch_id': 25}
2026-01-28 04:23:04,081 | INFO | EVENT retrain_fit batch_id=26 reason=periodic train_n=500 wall=0.009000062942504883 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 21, 'buffer_size': 500, 'global_batch_id': 26}
2026-01-28 04:23:04,103 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=500 wall=0.009997129440307617 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 22, 'buffer_size': 500, 'global_batch_id': 27}
2026-01-28 04:23:04,126 | INFO | EVENT retrain_fit batch_id=28 reason=periodic train_n=500 wall=0.010002613067626953 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 23, 'buffer_size': 500, 'global_batch_id': 28}
2026-01-28 04:23:04,145 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=500 wall=0.006998777389526367 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 24, 'buffer_size': 500, 'global_batch_id': 29}
2026-01-28 04:23:04,168 | INFO | EVENT retrain_fit batch_id=30 reason=periodic train_n=500 wall=0.009000778198242188 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 25, 'buffer_size': 500, 'global_batch_id': 30}
2026-01-28 04:23:04,189 | INFO | EVENT retrain_fit batch_id=31 reason=periodic train_n=500 wall=0.009996891021728516 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 26, 'buffer_size': 500, 'global_batch_id': 31}
2026-01-28 04:23:04,210 | INFO | EVENT retrain_fit batch_id=32 reason=periodic train_n=500 wall=0.007999897003173828 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 27, 'buffer_size': 500, 'global_batch_id': 32}
2026-01-28 04:23:04,231 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=500 wall=0.009000539779663086 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 28, 'buffer_size': 500, 'global_batch_id': 33}
2026-01-28 04:23:04,251 | INFO | EVENT retrain_fit batch_id=34 reason=periodic train_n=500 wall=0.008000373840332031 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 29, 'buffer_size': 500, 'global_batch_id': 34}
2026-01-28 04:23:04,277 | INFO | EVENT retrain_fit batch_id=35 reason=periodic train_n=500 wall=0.00899815559387207 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 30, 'buffer_size': 500, 'global_batch_id': 35}
2026-01-28 04:23:04,299 | INFO | EVENT retrain_fit batch_id=36 reason=periodic train_n=500 wall=0.00899958610534668 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 31, 'buffer_size': 500, 'global_batch_id': 36}
2026-01-28 04:23:04,321 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=500 wall=0.009000301361083984 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 32, 'buffer_size': 500, 'global_batch_id': 37}
2026-01-28 04:23:04,341 | INFO | EVENT retrain_fit batch_id=38 reason=periodic train_n=500 wall=0.008999824523925781 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 33, 'buffer_size': 500, 'global_batch_id': 38}
2026-01-28 04:23:04,361 | INFO | EVENT retrain_fit batch_id=39 reason=periodic train_n=500 wall=0.00800013542175293 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 34, 'buffer_size': 500, 'global_batch_id': 39}
2026-01-28 04:23:04,383 | INFO | EVENT retrain_fit batch_id=40 reason=periodic train_n=500 wall=0.00899815559387207 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 35, 'buffer_size': 500, 'global_batch_id': 40}
2026-01-28 04:23:04,407 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=500 wall=0.011000394821166992 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 36, 'buffer_size': 500, 'global_batch_id': 41}
2026-01-28 04:23:04,426 | INFO | EVENT retrain_fit batch_id=42 reason=periodic train_n=500 wall=0.009000301361083984 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 37, 'buffer_size': 500, 'global_batch_id': 42}
2026-01-28 04:23:04,447 | INFO | EVENT retrain_fit batch_id=43 reason=periodic train_n=500 wall=0.008000612258911133 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 38, 'buffer_size': 500, 'global_batch_id': 43}
2026-01-28 04:23:04,468 | INFO | EVENT retrain_fit batch_id=44 reason=periodic train_n=500 wall=0.008999824523925781 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 39, 'buffer_size': 500, 'global_batch_id': 44}
2026-01-28 04:23:04,468 | INFO | Run finished. total={'wall_sec': 1.1168954372406006, 'cpu_sec': 1.09375, 'cpu_pct': 97.92769882758375, 'rss_mb': None} peak_rss_mb=None
