2026-01-28 04:06:39,881 | INFO | Run started: run_id=BE_sudden__retrain_p1_last_window_wb1_fit__040639
2026-01-28 04:06:39,881 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_040620__domain_sudden_pa\runs\BE_sudden__retrain_p1_last_window_wb1_fit__040639
2026-01-28 04:06:40,193 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.04261517524719238 cpu=0.03125 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 1.0, 'pre_f1_macro': 1.0}
2026-01-28 04:06:40,213 | INFO | EVENT retrain_fit batch_id=6 reason=periodic train_n=500 wall=0.008999824523925781 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 1, 'buffer_size': 500, 'global_batch_id': 6}
2026-01-28 04:06:40,236 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=500 wall=0.009999275207519531 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 2, 'buffer_size': 500, 'global_batch_id': 7}
2026-01-28 04:06:40,256 | INFO | EVENT retrain_fit batch_id=8 reason=periodic train_n=500 wall=0.007999420166015625 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 3, 'buffer_size': 500, 'global_batch_id': 8}
2026-01-28 04:06:40,276 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=500 wall=0.009002208709716797 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 4, 'buffer_size': 500, 'global_batch_id': 9}
2026-01-28 04:06:40,296 | INFO | EVENT retrain_fit batch_id=10 reason=periodic train_n=500 wall=0.007996797561645508 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 5, 'buffer_size': 500, 'global_batch_id': 10}
2026-01-28 04:06:40,316 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=500 wall=0.008999109268188477 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 6, 'buffer_size': 500, 'global_batch_id': 11}
2026-01-28 04:06:40,336 | INFO | EVENT retrain_fit batch_id=12 reason=periodic train_n=500 wall=0.009000062942504883 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 7, 'buffer_size': 500, 'global_batch_id': 12}
2026-01-28 04:06:40,357 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=500 wall=0.009999990463256836 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 8, 'buffer_size': 500, 'global_batch_id': 13}
