2026-01-28 04:08:10,089 | INFO | Run started: run_id=BE_sudden__retrain_p2_last_window_wb2_update__040810
2026-01-28 04:08:10,089 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_040749__domain_sudden_nb\runs\BE_sudden__retrain_p2_last_window_wb2_update__040810
2026-01-28 04:08:10,389 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.03800153732299805 cpu=0.03125 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9432, 'pre_f1_macro': 0.846040686892728}
2026-01-28 04:08:10,439 | INFO | EVENT retrain_update batch_id=7 reason=periodic train_n=1000 wall=0.01799774169921875 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 1000, 'global_batch_id': 7}
2026-01-28 04:08:10,476 | INFO | EVENT retrain_update batch_id=9 reason=periodic train_n=1000 wall=0.014011859893798828 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 1000, 'global_batch_id': 9}
2026-01-28 04:08:10,511 | INFO | EVENT retrain_update batch_id=11 reason=periodic train_n=1000 wall=0.014999628067016602 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 1000, 'global_batch_id': 11}
2026-01-28 04:08:10,549 | INFO | EVENT retrain_update batch_id=13 reason=periodic train_n=1000 wall=0.014999866485595703 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 1000, 'global_batch_id': 13}
2026-01-28 04:08:10,587 | INFO | EVENT retrain_update batch_id=15 reason=periodic train_n=1000 wall=0.015999794006347656 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 1000, 'global_batch_id': 15}
2026-01-28 04:08:10,614 | INFO | EVENT retrain_update batch_id=17 reason=periodic train_n=1000 wall=0.011000394821166992 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 1000, 'global_batch_id': 17}
2026-01-28 04:08:10,642 | INFO | EVENT retrain_update batch_id=19 reason=periodic train_n=1000 wall=0.010999202728271484 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 1000, 'global_batch_id': 19}
2026-01-28 04:08:10,669 | INFO | EVENT retrain_update batch_id=21 reason=periodic train_n=1000 wall=0.009999752044677734 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 1000, 'global_batch_id': 21}
2026-01-28 04:08:10,696 | INFO | EVENT retrain_update batch_id=23 reason=periodic train_n=1000 wall=0.009998559951782227 cpu=0.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 1000, 'global_batch_id': 23}
2026-01-28 04:08:10,726 | INFO | EVENT retrain_update batch_id=25 reason=periodic train_n=1000 wall=0.016620635986328125 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 1000, 'global_batch_id': 25}
2026-01-28 04:08:10,753 | INFO | EVENT retrain_update batch_id=27 reason=periodic train_n=1000 wall=0.009999752044677734 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 1000, 'global_batch_id': 27}
