2026-01-29 02:52:13,866 | INFO | Run started: run_id=cfpb_company_sudden__retrain_p2_last_window_wb2_update__025213
2026-01-29 02:52:13,867 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260129_025059__cfpb_gradual_sgd\runs\cfpb_company_sudden__retrain_p2_last_window_wb2_update__025213
2026-01-29 02:52:16,329 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=5000 wall=0.275524377822876 cpu=0.265625 rss_mb=None info={'pretrain_batches': 10, 'pre_acc': 0.7262, 'pre_f1_macro': 0.5237384729591804}
2026-01-29 02:52:16,434 | INFO | EVENT retrain_update batch_id=12 reason=periodic train_n=1000 wall=0.03982830047607422 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 1000, 'global_batch_id': 12}
2026-01-29 02:52:16,518 | INFO | EVENT retrain_update batch_id=14 reason=periodic train_n=1000 wall=0.03757476806640625 cpu=0.03125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 1000, 'global_batch_id': 14}
2026-01-29 02:52:16,608 | INFO | EVENT retrain_update batch_id=16 reason=periodic train_n=1000 wall=0.041021108627319336 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 1000, 'global_batch_id': 16}
2026-01-29 02:52:16,691 | INFO | EVENT retrain_update batch_id=18 reason=periodic train_n=1000 wall=0.03908586502075195 cpu=0.03125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 1000, 'global_batch_id': 18}
2026-01-29 02:52:16,769 | INFO | EVENT retrain_update batch_id=20 reason=periodic train_n=1000 wall=0.035160064697265625 cpu=0.03125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 1000, 'global_batch_id': 20}
2026-01-29 02:52:16,869 | INFO | EVENT retrain_update batch_id=22 reason=periodic train_n=1000 wall=0.04544425010681152 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 1000, 'global_batch_id': 22}
2026-01-29 02:52:16,970 | INFO | EVENT retrain_update batch_id=24 reason=periodic train_n=1000 wall=0.04891777038574219 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 1000, 'global_batch_id': 24}
2026-01-29 02:52:17,070 | INFO | EVENT retrain_update batch_id=26 reason=periodic train_n=1000 wall=0.045032501220703125 cpu=0.03125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 1000, 'global_batch_id': 26}
2026-01-29 02:52:17,169 | INFO | EVENT retrain_update batch_id=28 reason=periodic train_n=1000 wall=0.045473337173461914 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 1000, 'global_batch_id': 28}
2026-01-29 02:52:17,261 | INFO | EVENT retrain_update batch_id=30 reason=periodic train_n=1000 wall=0.04381895065307617 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 1000, 'global_batch_id': 30}
2026-01-29 02:52:17,371 | INFO | EVENT retrain_update batch_id=32 reason=periodic train_n=1000 wall=0.0521543025970459 cpu=0.0625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 1000, 'global_batch_id': 32}
2026-01-29 02:52:17,487 | INFO | EVENT retrain_update batch_id=34 reason=periodic train_n=1000 wall=0.054044246673583984 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 1000, 'global_batch_id': 34}
2026-01-29 02:52:17,591 | INFO | EVENT retrain_update batch_id=36 reason=periodic train_n=1000 wall=0.04653668403625488 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 26, 'buffer_size': 1000, 'global_batch_id': 36}
2026-01-29 02:52:17,682 | INFO | EVENT retrain_update batch_id=38 reason=periodic train_n=1000 wall=0.04102444648742676 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 28, 'buffer_size': 1000, 'global_batch_id': 38}
2026-01-29 02:52:17,780 | INFO | EVENT retrain_update batch_id=40 reason=periodic train_n=1000 wall=0.04555392265319824 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 30, 'buffer_size': 1000, 'global_batch_id': 40}
2026-01-29 02:52:17,880 | INFO | EVENT retrain_update batch_id=42 reason=periodic train_n=1000 wall=0.046579599380493164 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 32, 'buffer_size': 1000, 'global_batch_id': 42}
2026-01-29 02:52:17,975 | INFO | EVENT retrain_update batch_id=44 reason=periodic train_n=1000 wall=0.0440518856048584 cpu=0.03125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 34, 'buffer_size': 1000, 'global_batch_id': 44}
2026-01-29 02:52:18,003 | INFO | Run finished. total={'wall_sec': 4.13695764541626, 'cpu_sec': 4.09375, 'cpu_pct': 98.95556954845468, 'rss_mb': None} peak_rss_mb=None
