2026-01-29 01:34:42,045 | INFO | Run started: run_id=label_temporary__retrain_p4_all_seen_fit__013442
2026-01-29 01:34:42,045 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260129_013318__label_temporary_pa\runs\label_temporary__retrain_p4_all_seen_fit__013442
2026-01-29 01:34:43,195 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.22765135765075684 cpu=0.21875 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9988, 'pre_f1_macro': 0.9966607287002354}
2026-01-29 01:34:43,788 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=4500 wall=0.3905065059661865 cpu=0.390625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 4, 'buffer_size': 4500, 'global_batch_id': 9}
2026-01-29 01:34:44,555 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=6500 wall=0.5673205852508545 cpu=0.5625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 8, 'buffer_size': 6500, 'global_batch_id': 13}
2026-01-29 01:34:45,532 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=8500 wall=0.7552132606506348 cpu=0.765625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 12, 'buffer_size': 8500, 'global_batch_id': 17}
2026-01-29 01:34:46,587 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=10500 wall=0.8980026245117188 cpu=0.875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 16, 'buffer_size': 10500, 'global_batch_id': 21}
2026-01-29 01:34:47,836 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=12500 wall=1.0677580833435059 cpu=1.078125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 20, 'buffer_size': 12500, 'global_batch_id': 25}
2026-01-29 01:34:49,265 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=14500 wall=1.2504520416259766 cpu=1.21875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 24, 'buffer_size': 14500, 'global_batch_id': 29}
2026-01-29 01:34:50,913 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=16500 wall=1.4534199237823486 cpu=1.453125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 28, 'buffer_size': 16500, 'global_batch_id': 33}
2026-01-29 01:34:53,170 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=18500 wall=2.057424306869507 cpu=2.0625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 32, 'buffer_size': 18500, 'global_batch_id': 37}
2026-01-29 01:34:55,237 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=20500 wall=1.8642096519470215 cpu=1.84375 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 36, 'buffer_size': 20500, 'global_batch_id': 41}
2026-01-29 01:34:57,538 | INFO | EVENT retrain_fit batch_id=45 reason=periodic train_n=22500 wall=2.0992965698242188 cpu=2.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 40, 'buffer_size': 22500, 'global_batch_id': 45}
2026-01-29 01:34:57,539 | INFO | Run finished. total={'wall_sec': 15.494108200073242, 'cpu_sec': 15.28125, 'cpu_pct': 98.62619908597104, 'rss_mb': None} peak_rss_mb=None
