2026-01-28 04:21:42,151 | INFO | Run started: run_id=BE_temporary__retrain_p1_last_window_wb1_update__042142
2026-01-28 04:21:42,151 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_042121__domain_temporary\runs\BE_temporary__retrain_p1_last_window_wb1_update__042142
2026-01-28 04:21:42,455 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.041999101638793945 cpu=0.03125 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 1.0, 'pre_f1_macro': 1.0}
2026-01-28 04:21:42,474 | INFO | EVENT retrain_update batch_id=6 reason=periodic train_n=500 wall=0.007998228073120117 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 1, 'buffer_size': 500, 'global_batch_id': 6}
2026-01-28 04:21:42,499 | INFO | EVENT retrain_update batch_id=7 reason=periodic train_n=500 wall=0.010003089904785156 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 2, 'buffer_size': 500, 'global_batch_id': 7}
2026-01-28 04:21:42,519 | INFO | EVENT retrain_update batch_id=8 reason=periodic train_n=500 wall=0.0069963932037353516 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 3, 'buffer_size': 500, 'global_batch_id': 8}
2026-01-28 04:21:42,537 | INFO | EVENT retrain_update batch_id=9 reason=periodic train_n=500 wall=0.007998943328857422 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 4, 'buffer_size': 500, 'global_batch_id': 9}
2026-01-28 04:21:42,556 | INFO | EVENT retrain_update batch_id=10 reason=periodic train_n=500 wall=0.00799870491027832 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 5, 'buffer_size': 500, 'global_batch_id': 10}
2026-01-28 04:21:42,576 | INFO | EVENT retrain_update batch_id=11 reason=periodic train_n=500 wall=0.007999658584594727 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 6, 'buffer_size': 500, 'global_batch_id': 11}
2026-01-28 04:21:42,596 | INFO | EVENT retrain_update batch_id=12 reason=periodic train_n=500 wall=0.007998943328857422 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 7, 'buffer_size': 500, 'global_batch_id': 12}
2026-01-28 04:21:42,613 | INFO | EVENT retrain_update batch_id=13 reason=periodic train_n=500 wall=0.00899648666381836 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 8, 'buffer_size': 500, 'global_batch_id': 13}
2026-01-28 04:21:42,627 | INFO | EVENT retrain_update batch_id=14 reason=periodic train_n=500 wall=0.005996227264404297 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 9, 'buffer_size': 500, 'global_batch_id': 14}
2026-01-28 04:21:42,642 | INFO | EVENT retrain_update batch_id=15 reason=periodic train_n=500 wall=0.0059986114501953125 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 10, 'buffer_size': 500, 'global_batch_id': 15}
2026-01-28 04:21:42,657 | INFO | EVENT retrain_update batch_id=16 reason=periodic train_n=500 wall=0.005998849868774414 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 11, 'buffer_size': 500, 'global_batch_id': 16}
2026-01-28 04:21:42,671 | INFO | EVENT retrain_update batch_id=17 reason=periodic train_n=500 wall=0.006000041961669922 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 12, 'buffer_size': 500, 'global_batch_id': 17}
2026-01-28 04:21:42,685 | INFO | EVENT retrain_update batch_id=18 reason=periodic train_n=500 wall=0.0060007572174072266 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 13, 'buffer_size': 500, 'global_batch_id': 18}
2026-01-28 04:21:42,700 | INFO | EVENT retrain_update batch_id=19 reason=periodic train_n=500 wall=0.006001710891723633 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 14, 'buffer_size': 500, 'global_batch_id': 19}
2026-01-28 04:21:42,713 | INFO | EVENT retrain_update batch_id=20 reason=periodic train_n=500 wall=0.005156278610229492 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 15, 'buffer_size': 500, 'global_batch_id': 20}
2026-01-28 04:21:42,729 | INFO | EVENT retrain_update batch_id=21 reason=periodic train_n=500 wall=0.0 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 16, 'buffer_size': 500, 'global_batch_id': 21}
2026-01-28 04:21:42,744 | INFO | EVENT retrain_update batch_id=22 reason=periodic train_n=500 wall=0.006999015808105469 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 17, 'buffer_size': 500, 'global_batch_id': 22}
2026-01-28 04:21:42,758 | INFO | EVENT retrain_update batch_id=23 reason=periodic train_n=500 wall=0.0060024261474609375 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 18, 'buffer_size': 500, 'global_batch_id': 23}
2026-01-28 04:21:42,772 | INFO | EVENT retrain_update batch_id=24 reason=periodic train_n=500 wall=0.006001710891723633 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 19, 'buffer_size': 500, 'global_batch_id': 24}
2026-01-28 04:21:42,790 | INFO | EVENT retrain_update batch_id=25 reason=periodic train_n=500 wall=0.007998943328857422 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 20, 'buffer_size': 500, 'global_batch_id': 25}
2026-01-28 04:21:42,810 | INFO | EVENT retrain_update batch_id=26 reason=periodic train_n=500 wall=0.007999897003173828 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 21, 'buffer_size': 500, 'global_batch_id': 26}
2026-01-28 04:21:42,830 | INFO | EVENT retrain_update batch_id=27 reason=periodic train_n=500 wall=0.008998632431030273 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 22, 'buffer_size': 500, 'global_batch_id': 27}
2026-01-28 04:21:42,854 | INFO | EVENT retrain_update batch_id=28 reason=periodic train_n=500 wall=0.0110015869140625 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 23, 'buffer_size': 500, 'global_batch_id': 28}
2026-01-28 04:21:42,872 | INFO | EVENT retrain_update batch_id=29 reason=periodic train_n=500 wall=0.00699925422668457 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 24, 'buffer_size': 500, 'global_batch_id': 29}
2026-01-28 04:21:42,890 | INFO | EVENT retrain_update batch_id=30 reason=periodic train_n=500 wall=0.007996320724487305 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 25, 'buffer_size': 500, 'global_batch_id': 30}
2026-01-28 04:21:42,913 | INFO | EVENT retrain_update batch_id=31 reason=periodic train_n=500 wall=0.009998798370361328 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 26, 'buffer_size': 500, 'global_batch_id': 31}
2026-01-28 04:21:42,938 | INFO | EVENT retrain_update batch_id=32 reason=periodic train_n=500 wall=0.007997989654541016 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 27, 'buffer_size': 500, 'global_batch_id': 32}
2026-01-28 04:21:42,957 | INFO | EVENT retrain_update batch_id=33 reason=periodic train_n=500 wall=0.008002042770385742 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 28, 'buffer_size': 500, 'global_batch_id': 33}
2026-01-28 04:21:42,975 | INFO | EVENT retrain_update batch_id=34 reason=periodic train_n=500 wall=0.007999658584594727 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 29, 'buffer_size': 500, 'global_batch_id': 34}
2026-01-28 04:21:42,994 | INFO | EVENT retrain_update batch_id=35 reason=periodic train_n=500 wall=0.007997512817382812 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 30, 'buffer_size': 500, 'global_batch_id': 35}
2026-01-28 04:21:43,018 | INFO | EVENT retrain_update batch_id=36 reason=periodic train_n=500 wall=0.009998798370361328 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 31, 'buffer_size': 500, 'global_batch_id': 36}
2026-01-28 04:21:43,037 | INFO | EVENT retrain_update batch_id=37 reason=periodic train_n=500 wall=0.008999824523925781 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 32, 'buffer_size': 500, 'global_batch_id': 37}
