2026-01-29 02:58:12,202 | INFO | Run started: run_id=cfpb_company_sudden__retrain_p2_last_window_wb2_update__025812
2026-01-29 02:58:12,202 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260129_025637__cfpb_gradual_pa\runs\cfpb_company_sudden__retrain_p2_last_window_wb2_update__025812
2026-01-29 02:58:14,516 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=5000 wall=0.2889995574951172 cpu=0.28125 rss_mb=None info={'pretrain_batches': 10, 'pre_acc': 0.9536, 'pre_f1_macro': 0.9582352394786001}
2026-01-29 02:58:14,604 | INFO | EVENT retrain_update batch_id=12 reason=periodic train_n=1000 wall=0.039998769760131836 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 1000, 'global_batch_id': 12}
2026-01-29 02:58:14,684 | INFO | EVENT retrain_update batch_id=14 reason=periodic train_n=1000 wall=0.03514719009399414 cpu=0.03125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 1000, 'global_batch_id': 14}
2026-01-29 02:58:14,771 | INFO | EVENT retrain_update batch_id=16 reason=periodic train_n=1000 wall=0.03948688507080078 cpu=0.03125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 1000, 'global_batch_id': 16}
2026-01-29 02:58:14,852 | INFO | EVENT retrain_update batch_id=18 reason=periodic train_n=1000 wall=0.037999629974365234 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 1000, 'global_batch_id': 18}
2026-01-29 02:58:14,930 | INFO | EVENT retrain_update batch_id=20 reason=periodic train_n=1000 wall=0.0350041389465332 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 1000, 'global_batch_id': 20}
2026-01-29 02:58:15,032 | INFO | EVENT retrain_update batch_id=22 reason=periodic train_n=1000 wall=0.04699826240539551 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 1000, 'global_batch_id': 22}
2026-01-29 02:58:15,133 | INFO | EVENT retrain_update batch_id=24 reason=periodic train_n=1000 wall=0.0460047721862793 cpu=0.03125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 1000, 'global_batch_id': 24}
2026-01-29 02:58:15,230 | INFO | EVENT retrain_update batch_id=26 reason=periodic train_n=1000 wall=0.045003652572631836 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 1000, 'global_batch_id': 26}
2026-01-29 02:58:15,339 | INFO | EVENT retrain_update batch_id=28 reason=periodic train_n=1000 wall=0.05500006675720215 cpu=0.0625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 1000, 'global_batch_id': 28}
2026-01-29 02:58:15,433 | INFO | EVENT retrain_update batch_id=30 reason=periodic train_n=1000 wall=0.044003963470458984 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 1000, 'global_batch_id': 30}
2026-01-29 02:58:15,533 | INFO | EVENT retrain_update batch_id=32 reason=periodic train_n=1000 wall=0.04799795150756836 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 1000, 'global_batch_id': 32}
2026-01-29 02:58:15,640 | INFO | EVENT retrain_update batch_id=34 reason=periodic train_n=1000 wall=0.05000114440917969 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 1000, 'global_batch_id': 34}
2026-01-29 02:58:15,739 | INFO | EVENT retrain_update batch_id=36 reason=periodic train_n=1000 wall=0.04700040817260742 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 26, 'buffer_size': 1000, 'global_batch_id': 36}
2026-01-29 02:58:15,829 | INFO | EVENT retrain_update batch_id=38 reason=periodic train_n=1000 wall=0.04139232635498047 cpu=0.03125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 28, 'buffer_size': 1000, 'global_batch_id': 38}
2026-01-29 02:58:15,926 | INFO | EVENT retrain_update batch_id=40 reason=periodic train_n=1000 wall=0.045995235443115234 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 30, 'buffer_size': 1000, 'global_batch_id': 40}
2026-01-29 02:58:16,028 | INFO | EVENT retrain_update batch_id=42 reason=periodic train_n=1000 wall=0.04700422286987305 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 32, 'buffer_size': 1000, 'global_batch_id': 42}
2026-01-29 02:58:16,122 | INFO | EVENT retrain_update batch_id=44 reason=periodic train_n=1000 wall=0.04300379753112793 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 34, 'buffer_size': 1000, 'global_batch_id': 44}
2026-01-29 02:58:16,148 | INFO | Run finished. total={'wall_sec': 3.9457437992095947, 'cpu_sec': 3.890625, 'cpu_pct': 98.60308215600222, 'rss_mb': None} peak_rss_mb=None
