2026-01-28 04:05:17,539 | INFO | Run started: run_id=BE_sudden__retrain_p4_last_window_wb4_fit__040517
2026-01-28 04:05:17,540 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_040455__domain_sudden_sgd\runs\BE_sudden__retrain_p4_last_window_wb4_fit__040517
2026-01-28 04:05:17,842 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.04099702835083008 cpu=0.03125 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9452, 'pre_f1_macro': 0.7665352674892351}
2026-01-28 04:05:17,928 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=2000 wall=0.0339963436126709 cpu=0.03125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 4, 'buffer_size': 2000, 'global_batch_id': 9}
2026-01-28 04:05:18,001 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=2000 wall=0.031000614166259766 cpu=0.03125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 8, 'buffer_size': 2000, 'global_batch_id': 13}
2026-01-28 04:05:18,070 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=2000 wall=0.026997089385986328 cpu=0.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 12, 'buffer_size': 2000, 'global_batch_id': 17}
2026-01-28 04:05:18,126 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=2000 wall=0.021999120712280273 cpu=0.03125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 16, 'buffer_size': 2000, 'global_batch_id': 21}
2026-01-28 04:05:18,182 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=2000 wall=0.02299976348876953 cpu=0.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 20, 'buffer_size': 2000, 'global_batch_id': 25}
2026-01-28 04:05:18,240 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=2000 wall=0.022998571395874023 cpu=0.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 24, 'buffer_size': 2000, 'global_batch_id': 29}
2026-01-28 04:05:18,306 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=2000 wall=0.02299976348876953 cpu=0.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 28, 'buffer_size': 2000, 'global_batch_id': 33}
2026-01-28 04:05:18,363 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=2000 wall=0.023999691009521484 cpu=0.03125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 32, 'buffer_size': 2000, 'global_batch_id': 37}
2026-01-28 04:05:18,431 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=2000 wall=0.02457594871520996 cpu=0.03125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 36, 'buffer_size': 2000, 'global_batch_id': 41}
2026-01-28 04:05:18,493 | INFO | EVENT retrain_fit batch_id=45 reason=periodic train_n=2000 wall=0.021397113800048828 cpu=0.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 40, 'buffer_size': 2000, 'global_batch_id': 45}
2026-01-28 04:05:18,493 | INFO | Run finished. total={'wall_sec': 0.9542393684387207, 'cpu_sec': 0.953125, 'cpu_pct': 99.88321919262837, 'rss_mb': None} peak_rss_mb=None
