ts,run_id,event_type,batch_id,reason,train_n,info,wall_fit_sec,cpu_fit_sec,cpu_fit_pct,rss_mb
2026-01-28 04:05:17,BE_sudden__retrain_p4_last_window_wb4_fit__040517,pretrain_fit,,pretrain,2500,"{""pretrain_batches"": 5, ""pre_acc"": 0.9452, ""pre_f1_macro"": 0.7665352674892351}",0.04099702835083008,0.03125,76.22503692848088,
2026-01-28 04:05:17,BE_sudden__retrain_p4_last_window_wb4_fit__040517,retrain_fit,9,periodic,2000,"{""period_batches"": 4, ""stream_batches_seen"": 4, ""buffer_size"": 2000, ""global_batch_id"": 9}",0.0339963436126709,0.03125,91.92165003401337,
2026-01-28 04:05:18,BE_sudden__retrain_p4_last_window_wb4_fit__040517,retrain_fit,13,periodic,2000,"{""period_batches"": 4, ""stream_batches_seen"": 8, ""buffer_size"": 2000, ""global_batch_id"": 13}",0.031000614166259766,0.03125,100.80445449371665,
2026-01-28 04:05:18,BE_sudden__retrain_p4_last_window_wb4_fit__040517,retrain_fit,17,periodic,2000,"{""period_batches"": 4, ""stream_batches_seen"": 12, ""buffer_size"": 2000, ""global_batch_id"": 17}",0.026997089385986328,0.015625,57.87660949891376,
2026-01-28 04:05:18,BE_sudden__retrain_p4_last_window_wb4_fit__040517,retrain_fit,21,periodic,2000,"{""period_batches"": 4, ""stream_batches_seen"": 16, ""buffer_size"": 2000, ""global_batch_id"": 21}",0.021999120712280273,0.03125,142.05113199163335,
2026-01-28 04:05:18,BE_sudden__retrain_p4_last_window_wb4_fit__040517,retrain_fit,25,periodic,2000,"{""period_batches"": 4, ""stream_batches_seen"": 20, ""buffer_size"": 2000, ""global_batch_id"": 25}",0.02299976348876953,0.015625,67.93548119583697,
2026-01-28 04:05:18,BE_sudden__retrain_p4_last_window_wb4_fit__040517,retrain_fit,29,periodic,2000,"{""period_batches"": 4, ""stream_batches_seen"": 24, ""buffer_size"": 2000, ""global_batch_id"": 29}",0.022998571395874023,0.015625,67.93900251910058,
2026-01-28 04:05:18,BE_sudden__retrain_p4_last_window_wb4_fit__040517,retrain_fit,33,periodic,2000,"{""period_batches"": 4, ""stream_batches_seen"": 28, ""buffer_size"": 2000, ""global_batch_id"": 33}",0.02299976348876953,0.015625,67.93548119583697,
2026-01-28 04:05:18,BE_sudden__retrain_p4_last_window_wb4_fit__040517,retrain_fit,37,periodic,2000,"{""period_batches"": 4, ""stream_batches_seen"": 32, ""buffer_size"": 2000, ""global_batch_id"": 37}",0.023999691009521484,0.03125,130.21000973555067,
2026-01-28 04:05:18,BE_sudden__retrain_p4_last_window_wb4_fit__040517,retrain_fit,41,periodic,2000,"{""period_batches"": 4, ""stream_batches_seen"": 36, ""buffer_size"": 2000, ""global_batch_id"": 41}",0.02457594871520996,0.03125,127.15684086962426,
2026-01-28 04:05:18,BE_sudden__retrain_p4_last_window_wb4_fit__040517,retrain_fit,45,periodic,2000,"{""period_batches"": 4, ""stream_batches_seen"": 40, ""buffer_size"": 2000, ""global_batch_id"": 45}",0.021397113800048828,0.015625,73.02386735899094,
