2026-01-28 04:06:41,926 | INFO | Run started: run_id=BE_sudden__retrain_p2_last_window_wb2_fit__040641
2026-01-28 04:06:41,926 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_040620__domain_sudden_pa\runs\BE_sudden__retrain_p2_last_window_wb2_fit__040641
2026-01-28 04:06:42,233 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.04199862480163574 cpu=0.03125 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 1.0, 'pre_f1_macro': 1.0}
2026-01-28 04:06:42,283 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=1000 wall=0.018001317977905273 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 1000, 'global_batch_id': 7}
2026-01-28 04:06:42,322 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=1000 wall=0.01599860191345215 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 1000, 'global_batch_id': 9}
2026-01-28 04:06:42,361 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=1000 wall=0.015999794006347656 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 1000, 'global_batch_id': 11}
2026-01-28 04:06:42,399 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=1000 wall=0.015999794006347656 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 1000, 'global_batch_id': 13}
2026-01-28 04:06:42,439 | INFO | EVENT retrain_fit batch_id=15 reason=periodic train_n=1000 wall=0.016999006271362305 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 1000, 'global_batch_id': 15}
2026-01-28 04:06:42,468 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=1000 wall=0.012004375457763672 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 1000, 'global_batch_id': 17}
2026-01-28 04:06:42,498 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=1000 wall=0.013002872467041016 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 1000, 'global_batch_id': 19}
2026-01-28 04:06:42,527 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=1000 wall=0.011998653411865234 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 1000, 'global_batch_id': 21}
2026-01-28 04:06:42,555 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=1000 wall=0.011000633239746094 cpu=0.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 1000, 'global_batch_id': 23}
2026-01-28 04:06:42,585 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=1000 wall=0.013000726699829102 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 1000, 'global_batch_id': 25}
