2026-01-27 18:47:00,576 | INFO | Run started: run_id=huffpost_years__retrain_p1_all_seen_fit__184700
2026-01-27 18:47:00,576 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260127_184700__huffpost_nb_gradual\runs\huffpost_years__retrain_p1_all_seen_fit__184700
2026-01-27 18:47:00,657 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=3000 wall=0.010997772216796875 cpu=0.015625 rss_mb=None info={'pretrain_batches': 6, 'pre_acc': 0.9346666666666666, 'pre_f1_macro': 0.9228743482237184}
2026-01-27 18:47:00,676 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=3500 wall=0.013000011444091797 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 1, 'buffer_size': 3500, 'global_batch_id': 7}
2026-01-27 18:47:00,700 | INFO | EVENT retrain_fit batch_id=8 reason=periodic train_n=4000 wall=0.014999151229858398 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 2, 'buffer_size': 4000, 'global_batch_id': 8}
2026-01-27 18:47:00,722 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=4500 wall=0.016997337341308594 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 3, 'buffer_size': 4500, 'global_batch_id': 9}
2026-01-27 18:47:00,747 | INFO | EVENT retrain_fit batch_id=10 reason=periodic train_n=5000 wall=0.020000219345092773 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 4, 'buffer_size': 5000, 'global_batch_id': 10}
2026-01-27 18:47:00,774 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=5500 wall=0.019997358322143555 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 5, 'buffer_size': 5500, 'global_batch_id': 11}
2026-01-27 18:47:00,801 | INFO | EVENT retrain_fit batch_id=12 reason=periodic train_n=6000 wall=0.02200031280517578 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 6, 'buffer_size': 6000, 'global_batch_id': 12}
2026-01-27 18:47:00,830 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=6500 wall=0.022998809814453125 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 7, 'buffer_size': 6500, 'global_batch_id': 13}
2026-01-27 18:47:00,859 | INFO | EVENT retrain_fit batch_id=14 reason=periodic train_n=7000 wall=0.023996353149414062 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 8, 'buffer_size': 7000, 'global_batch_id': 14}
2026-01-27 18:47:00,892 | INFO | EVENT retrain_fit batch_id=15 reason=periodic train_n=7500 wall=0.0260007381439209 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 9, 'buffer_size': 7500, 'global_batch_id': 15}
2026-01-27 18:47:00,925 | INFO | EVENT retrain_fit batch_id=16 reason=periodic train_n=8000 wall=0.028001785278320312 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 10, 'buffer_size': 8000, 'global_batch_id': 16}
2026-01-27 18:47:00,960 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=8500 wall=0.030003786087036133 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 11, 'buffer_size': 8500, 'global_batch_id': 17}
2026-01-27 18:47:00,997 | INFO | EVENT retrain_fit batch_id=18 reason=periodic train_n=9000 wall=0.03099846839904785 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 12, 'buffer_size': 9000, 'global_batch_id': 18}
2026-01-27 18:47:01,035 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=9500 wall=0.0319972038269043 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 13, 'buffer_size': 9500, 'global_batch_id': 19}
2026-01-27 18:47:01,075 | INFO | EVENT retrain_fit batch_id=20 reason=periodic train_n=10000 wall=0.03499889373779297 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 14, 'buffer_size': 10000, 'global_batch_id': 20}
2026-01-27 18:47:01,120 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=10500 wall=0.03900003433227539 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 15, 'buffer_size': 10500, 'global_batch_id': 21}
2026-01-27 18:47:01,164 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=11000 wall=0.038002967834472656 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 16, 'buffer_size': 11000, 'global_batch_id': 22}
2026-01-27 18:47:01,211 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=11500 wall=0.039998769760131836 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 17, 'buffer_size': 11500, 'global_batch_id': 23}
2026-01-27 18:47:01,260 | INFO | EVENT retrain_fit batch_id=24 reason=periodic train_n=12000 wall=0.0429997444152832 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 18, 'buffer_size': 12000, 'global_batch_id': 24}
2026-01-27 18:47:01,311 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=12500 wall=0.04465627670288086 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 19, 'buffer_size': 12500, 'global_batch_id': 25}
2026-01-27 18:47:01,365 | INFO | EVENT retrain_fit batch_id=26 reason=periodic train_n=13000 wall=0.04730057716369629 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 20, 'buffer_size': 13000, 'global_batch_id': 26}
2026-01-27 18:47:01,420 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=13500 wall=0.050000667572021484 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 21, 'buffer_size': 13500, 'global_batch_id': 27}
2026-01-27 18:47:01,479 | INFO | EVENT retrain_fit batch_id=28 reason=periodic train_n=14000 wall=0.04899954795837402 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 22, 'buffer_size': 14000, 'global_batch_id': 28}
2026-01-27 18:47:01,537 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=14500 wall=0.05199790000915527 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 23, 'buffer_size': 14500, 'global_batch_id': 29}
2026-01-27 18:47:01,596 | INFO | EVENT retrain_fit batch_id=30 reason=periodic train_n=15000 wall=0.05299830436706543 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 24, 'buffer_size': 15000, 'global_batch_id': 30}
2026-01-27 18:47:01,657 | INFO | EVENT retrain_fit batch_id=31 reason=periodic train_n=15500 wall=0.05499839782714844 cpu=0.0625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 25, 'buffer_size': 15500, 'global_batch_id': 31}
2026-01-27 18:47:01,720 | INFO | EVENT retrain_fit batch_id=32 reason=periodic train_n=16000 wall=0.05765581130981445 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 26, 'buffer_size': 16000, 'global_batch_id': 32}
2026-01-27 18:47:01,785 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=16500 wall=0.05900168418884277 cpu=0.0625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 27, 'buffer_size': 16500, 'global_batch_id': 33}
2026-01-27 18:47:01,852 | INFO | EVENT retrain_fit batch_id=34 reason=periodic train_n=17000 wall=0.06000185012817383 cpu=0.0625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 28, 'buffer_size': 17000, 'global_batch_id': 34}
2026-01-27 18:47:01,920 | INFO | EVENT retrain_fit batch_id=35 reason=periodic train_n=17500 wall=0.06199955940246582 cpu=0.0625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 29, 'buffer_size': 17500, 'global_batch_id': 35}
2026-01-27 18:47:01,991 | INFO | EVENT retrain_fit batch_id=36 reason=periodic train_n=18000 wall=0.06299853324890137 cpu=0.0625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 30, 'buffer_size': 18000, 'global_batch_id': 36}
2026-01-27 18:47:02,063 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=18500 wall=0.06599879264831543 cpu=0.0625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 31, 'buffer_size': 18500, 'global_batch_id': 37}
