2026-01-29 01:22:27,946 | INFO | Run started: run_id=label_temporary__retrain_p2_all_seen_fit__012227
2026-01-29 01:22:27,946 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260129_012116__label_temporary_lr\runs\label_temporary__retrain_p2_all_seen_fit__012227
2026-01-29 01:22:29,238 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.2978248596191406 cpu=0.296875 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9552, 'pre_f1_macro': 0.8442627509872629}
2026-01-29 01:22:29,776 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=3500 wall=0.42038679122924805 cpu=0.421875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 3500, 'global_batch_id': 7}
2026-01-29 01:22:30,442 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=4500 wall=0.5556559562683105 cpu=0.546875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 4500, 'global_batch_id': 9}
2026-01-29 01:22:31,219 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=5500 wall=0.6673998832702637 cpu=0.671875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 5500, 'global_batch_id': 11}
2026-01-29 01:22:32,121 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=6500 wall=0.7879559993743896 cpu=0.796875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 6500, 'global_batch_id': 13}
2026-01-29 01:22:33,266 | INFO | EVENT retrain_fit batch_id=15 reason=periodic train_n=7500 wall=0.9432671070098877 cpu=0.9375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 7500, 'global_batch_id': 15}
2026-01-29 01:22:34,466 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=8500 wall=1.0935096740722656 cpu=1.09375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 8500, 'global_batch_id': 17}
2026-01-29 01:22:36,048 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=9500 wall=1.4886722564697266 cpu=1.484375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 9500, 'global_batch_id': 19}
2026-01-29 01:22:37,692 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=10500 wall=1.5051028728485107 cpu=1.5 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 10500, 'global_batch_id': 21}
2026-01-29 01:22:39,214 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=11500 wall=1.408003568649292 cpu=1.40625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 11500, 'global_batch_id': 23}
2026-01-29 01:22:40,848 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=12500 wall=1.5285866260528564 cpu=1.53125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 12500, 'global_batch_id': 25}
2026-01-29 01:22:42,675 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=13500 wall=1.7200462818145752 cpu=1.71875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 13500, 'global_batch_id': 27}
2026-01-29 01:22:44,677 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=14500 wall=1.8951406478881836 cpu=1.890625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 14500, 'global_batch_id': 29}
2026-01-29 01:22:46,763 | INFO | EVENT retrain_fit batch_id=31 reason=periodic train_n=15500 wall=1.970949411392212 cpu=1.96875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 26, 'buffer_size': 15500, 'global_batch_id': 31}
2026-01-29 01:22:48,867 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=16500 wall=1.9859950542449951 cpu=2.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 28, 'buffer_size': 16500, 'global_batch_id': 33}
2026-01-29 01:22:51,179 | INFO | EVENT retrain_fit batch_id=35 reason=periodic train_n=17500 wall=2.1958892345428467 cpu=2.203125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 30, 'buffer_size': 17500, 'global_batch_id': 35}
2026-01-29 01:22:53,946 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=18500 wall=2.6066064834594727 cpu=2.609375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 32, 'buffer_size': 18500, 'global_batch_id': 37}
2026-01-29 01:22:56,384 | INFO | EVENT retrain_fit batch_id=39 reason=periodic train_n=19500 wall=2.3240206241607666 cpu=2.3125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 34, 'buffer_size': 19500, 'global_batch_id': 39}
2026-01-29 01:22:59,003 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=20500 wall=2.512235641479492 cpu=2.515625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 36, 'buffer_size': 20500, 'global_batch_id': 41}
2026-01-29 01:23:01,714 | INFO | EVENT retrain_fit batch_id=43 reason=periodic train_n=21500 wall=2.5821447372436523 cpu=2.59375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 38, 'buffer_size': 21500, 'global_batch_id': 43}
2026-01-29 01:23:04,515 | INFO | EVENT retrain_fit batch_id=45 reason=periodic train_n=22500 wall=2.6953649520874023 cpu=2.6875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 40, 'buffer_size': 22500, 'global_batch_id': 45}
2026-01-29 01:23:04,516 | INFO | Run finished. total={'wall_sec': 36.56977987289429, 'cpu_sec': 36.53125, 'cpu_pct': 99.89464012901307, 'rss_mb': None} peak_rss_mb=None
