2026-01-29 01:28:33,258 | INFO | Run started: run_id=label_temporary__retrain_p1_last_window_wb1_fit__012833
2026-01-29 01:28:33,258 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260129_012640__label_temporary_sgd\runs\label_temporary__retrain_p1_last_window_wb1_fit__012833
2026-01-29 01:28:34,460 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.24768495559692383 cpu=0.25 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9976, 'pre_f1_macro': 0.9932855383028706}
2026-01-29 01:28:34,559 | INFO | EVENT retrain_fit batch_id=6 reason=periodic train_n=500 wall=0.047226667404174805 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 1, 'buffer_size': 500, 'global_batch_id': 6}
2026-01-29 01:28:34,671 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=500 wall=0.05047178268432617 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 2, 'buffer_size': 500, 'global_batch_id': 7}
2026-01-29 01:28:34,767 | INFO | EVENT retrain_fit batch_id=8 reason=periodic train_n=500 wall=0.046511173248291016 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 3, 'buffer_size': 500, 'global_batch_id': 8}
2026-01-29 01:28:34,866 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=500 wall=0.049767255783081055 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 4, 'buffer_size': 500, 'global_batch_id': 9}
2026-01-29 01:28:34,964 | INFO | EVENT retrain_fit batch_id=10 reason=periodic train_n=500 wall=0.04778575897216797 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 5, 'buffer_size': 500, 'global_batch_id': 10}
2026-01-29 01:28:35,070 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=500 wall=0.04582357406616211 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 6, 'buffer_size': 500, 'global_batch_id': 11}
2026-01-29 01:28:35,180 | INFO | EVENT retrain_fit batch_id=12 reason=periodic train_n=500 wall=0.05004596710205078 cpu=0.0625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 7, 'buffer_size': 500, 'global_batch_id': 12}
2026-01-29 01:28:35,272 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=500 wall=0.04454803466796875 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 8, 'buffer_size': 500, 'global_batch_id': 13}
2026-01-29 01:28:35,422 | INFO | EVENT retrain_fit batch_id=14 reason=periodic train_n=500 wall=0.07360482215881348 cpu=0.078125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 9, 'buffer_size': 500, 'global_batch_id': 14}
2026-01-29 01:28:35,528 | INFO | EVENT retrain_fit batch_id=15 reason=periodic train_n=500 wall=0.0512394905090332 cpu=0.0625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 10, 'buffer_size': 500, 'global_batch_id': 15}
2026-01-29 01:28:35,609 | INFO | EVENT retrain_fit batch_id=16 reason=periodic train_n=500 wall=0.037885189056396484 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 11, 'buffer_size': 500, 'global_batch_id': 16}
2026-01-29 01:28:35,708 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=500 wall=0.04756283760070801 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 12, 'buffer_size': 500, 'global_batch_id': 17}
2026-01-29 01:28:35,792 | INFO | EVENT retrain_fit batch_id=18 reason=periodic train_n=500 wall=0.039144277572631836 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 13, 'buffer_size': 500, 'global_batch_id': 18}
2026-01-29 01:28:35,869 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=500 wall=0.03820395469665527 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 14, 'buffer_size': 500, 'global_batch_id': 19}
2026-01-29 01:28:35,955 | INFO | EVENT retrain_fit batch_id=20 reason=periodic train_n=500 wall=0.04242897033691406 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 15, 'buffer_size': 500, 'global_batch_id': 20}
2026-01-29 01:28:36,033 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=500 wall=0.03613090515136719 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 16, 'buffer_size': 500, 'global_batch_id': 21}
2026-01-29 01:28:36,130 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=500 wall=0.04810976982116699 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 17, 'buffer_size': 500, 'global_batch_id': 22}
2026-01-29 01:28:36,235 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=500 wall=0.04803037643432617 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 18, 'buffer_size': 500, 'global_batch_id': 23}
2026-01-29 01:28:36,320 | INFO | EVENT retrain_fit batch_id=24 reason=periodic train_n=500 wall=0.04203176498413086 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 19, 'buffer_size': 500, 'global_batch_id': 24}
2026-01-29 01:28:36,409 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=500 wall=0.044439077377319336 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 20, 'buffer_size': 500, 'global_batch_id': 25}
