2026-01-27 14:04:38,771 | INFO | Run started: run_id=huffpost_years__retrain_p4_last_window_wb4_fit__140438
2026-01-27 14:04:38,771 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260127_140427__huffpost_sgd_gradual\runs\huffpost_years__retrain_p4_last_window_wb4_fit__140438
2026-01-27 14:04:38,870 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=3000 wall=0.027999162673950195 cpu=0.015625 rss_mb=None info={'pretrain_batches': 6, 'pre_acc': 0.9376666666666666, 'pre_f1_macro': 0.9275767595642744}
2026-01-27 14:04:38,911 | INFO | EVENT retrain_fit batch_id=10 reason=periodic train_n=2000 wall=0.02000117301940918 cpu=0.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 4, 'buffer_size': 2000, 'global_batch_id': 10}
2026-01-27 14:04:38,950 | INFO | EVENT retrain_fit batch_id=14 reason=periodic train_n=2000 wall=0.017002105712890625 cpu=0.03125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 8, 'buffer_size': 2000, 'global_batch_id': 14}
2026-01-27 14:04:38,999 | INFO | EVENT retrain_fit batch_id=18 reason=periodic train_n=2000 wall=0.021371126174926758 cpu=0.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 12, 'buffer_size': 2000, 'global_batch_id': 18}
2026-01-27 14:04:39,040 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=2000 wall=0.0159454345703125 cpu=0.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 16, 'buffer_size': 2000, 'global_batch_id': 22}
2026-01-27 14:04:39,084 | INFO | EVENT retrain_fit batch_id=26 reason=periodic train_n=2000 wall=0.02199077606201172 cpu=0.015625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 20, 'buffer_size': 2000, 'global_batch_id': 26}
2026-01-27 14:04:39,129 | INFO | EVENT retrain_fit batch_id=30 reason=periodic train_n=2000 wall=0.025354862213134766 cpu=0.03125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 24, 'buffer_size': 2000, 'global_batch_id': 30}
2026-01-27 14:04:39,172 | INFO | EVENT retrain_fit batch_id=34 reason=periodic train_n=2000 wall=0.02075648307800293 cpu=0.03125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 28, 'buffer_size': 2000, 'global_batch_id': 34}
2026-01-27 14:04:39,220 | INFO | EVENT retrain_fit batch_id=38 reason=periodic train_n=2000 wall=0.02145838737487793 cpu=0.03125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 32, 'buffer_size': 2000, 'global_batch_id': 38}
2026-01-27 14:04:39,263 | INFO | EVENT retrain_fit batch_id=42 reason=periodic train_n=2000 wall=0.020392894744873047 cpu=0.03125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 36, 'buffer_size': 2000, 'global_batch_id': 42}
2026-01-27 14:04:39,263 | INFO | Run finished. total={'wall_sec': 0.49187302589416504, 'cpu_sec': 0.46875, 'cpu_pct': 95.29898476296191, 'rss_mb': None} peak_rss_mb=None
