ts,run_id,event_type,batch_id,reason,train_n,info,wall_fit_sec,cpu_fit_sec,cpu_fit_pct,rss_mb
2026-01-28 04:14:21,BE_gradual__retrain_p1_last_window_wb1_update__041421,pretrain_fit,,pretrain,2500,"{""pretrain_batches"": 5, ""pre_acc"": 1.0, ""pre_f1_macro"": 1.0}",0.0429995059967041,0.03125,72.67525353057614,
2026-01-28 04:14:21,BE_gradual__retrain_p1_last_window_wb1_update__041421,retrain_update,6,periodic,500,"{""period_batches"": 1, ""stream_batches_seen"": 1, ""buffer_size"": 500, ""global_batch_id"": 6}",0.007999658584594727,0.0,0.0,
2026-01-28 04:14:21,BE_gradual__retrain_p1_last_window_wb1_update__041421,retrain_update,7,periodic,500,"{""period_batches"": 1, ""stream_batches_seen"": 2, ""buffer_size"": 500, ""global_batch_id"": 7}",0.010000228881835938,0.0,0.0,
2026-01-28 04:14:21,BE_gradual__retrain_p1_last_window_wb1_update__041421,retrain_update,8,periodic,500,"{""period_batches"": 1, ""stream_batches_seen"": 3, ""buffer_size"": 500, ""global_batch_id"": 8}",0.007997989654541016,0.0,0.0,
2026-01-28 04:14:21,BE_gradual__retrain_p1_last_window_wb1_update__041421,retrain_update,9,periodic,500,"{""period_batches"": 1, ""stream_batches_seen"": 4, ""buffer_size"": 500, ""global_batch_id"": 9}",0.008005380630493164,0.0,0.0,
2026-01-28 04:14:21,BE_gradual__retrain_p1_last_window_wb1_update__041421,retrain_update,10,periodic,500,"{""period_batches"": 1, ""stream_batches_seen"": 5, ""buffer_size"": 500, ""global_batch_id"": 10}",0.006998777389526367,0.0,0.0,
2026-01-28 04:14:21,BE_gradual__retrain_p1_last_window_wb1_update__041421,retrain_update,11,periodic,500,"{""period_batches"": 1, ""stream_batches_seen"": 6, ""buffer_size"": 500, ""global_batch_id"": 11}",0.008997917175292969,0.015625,173.6512983571807,
2026-01-28 04:14:21,BE_gradual__retrain_p1_last_window_wb1_update__041421,retrain_update,12,periodic,500,"{""period_batches"": 1, ""stream_batches_seen"": 7, ""buffer_size"": 500, ""global_batch_id"": 12}",0.009000539779663086,0.015625,173.60069931922334,
2026-01-28 04:14:21,BE_gradual__retrain_p1_last_window_wb1_update__041421,retrain_update,13,periodic,500,"{""period_batches"": 1, ""stream_batches_seen"": 8, ""buffer_size"": 500, ""global_batch_id"": 13}",0.006997823715209961,0.0,0.0,
2026-01-28 04:14:21,BE_gradual__retrain_p1_last_window_wb1_update__041421,retrain_update,14,periodic,500,"{""period_batches"": 1, ""stream_batches_seen"": 9, ""buffer_size"": 500, ""global_batch_id"": 14}",0.0071141719818115234,0.0,0.0,
2026-01-28 04:14:21,BE_gradual__retrain_p1_last_window_wb1_update__041421,retrain_update,15,periodic,500,"{""period_batches"": 1, ""stream_batches_seen"": 10, ""buffer_size"": 500, ""global_batch_id"": 15}",0.009000778198242188,0.015625,173.59610086882816,
2026-01-28 04:14:21,BE_gradual__retrain_p1_last_window_wb1_update__041421,retrain_update,16,periodic,500,"{""period_batches"": 1, ""stream_batches_seen"": 11, ""buffer_size"": 500, ""global_batch_id"": 16}",0.007998943328857422,0.015625,195.33830104321908,
2026-01-28 04:14:21,BE_gradual__retrain_p1_last_window_wb1_update__041421,retrain_update,17,periodic,500,"{""period_batches"": 1, ""stream_batches_seen"": 12, ""buffer_size"": 500, ""global_batch_id"": 17}",0.008002042770385742,0.0,0.0,
2026-01-28 04:14:21,BE_gradual__retrain_p1_last_window_wb1_update__041421,retrain_update,18,periodic,500,"{""period_batches"": 1, ""stream_batches_seen"": 13, ""buffer_size"": 500, ""global_batch_id"": 18}",0.01299905776977539,0.0,0.0,
2026-01-28 04:14:21,BE_gradual__retrain_p1_last_window_wb1_update__041421,retrain_update,19,periodic,500,"{""period_batches"": 1, ""stream_batches_seen"": 14, ""buffer_size"": 500, ""global_batch_id"": 19}",0.00799870491027832,0.0,0.0,
2026-01-28 04:14:21,BE_gradual__retrain_p1_last_window_wb1_update__041421,retrain_update,20,periodic,500,"{""period_batches"": 1, ""stream_batches_seen"": 15, ""buffer_size"": 500, ""global_batch_id"": 20}",0.007879257202148438,0.0,0.0,
2026-01-28 04:14:21,BE_gradual__retrain_p1_last_window_wb1_update__041421,retrain_update,21,periodic,500,"{""period_batches"": 1, ""stream_batches_seen"": 16, ""buffer_size"": 500, ""global_batch_id"": 21}",0.006999969482421875,0.015625,223.21525885558583,
2026-01-28 04:14:21,BE_gradual__retrain_p1_last_window_wb1_update__041421,retrain_update,22,periodic,500,"{""period_batches"": 1, ""stream_batches_seen"": 17, ""buffer_size"": 500, ""global_batch_id"": 22}",0.008000612258911133,0.015625,195.29755341657477,
2026-01-28 04:14:21,BE_gradual__retrain_p1_last_window_wb1_update__041421,retrain_update,23,periodic,500,"{""period_batches"": 1, ""stream_batches_seen"": 18, ""buffer_size"": 500, ""global_batch_id"": 23}",0.010001897811889648,0.0,0.0,
2026-01-28 04:14:21,BE_gradual__retrain_p1_last_window_wb1_update__041421,retrain_update,24,periodic,500,"{""period_batches"": 1, ""stream_batches_seen"": 19, ""buffer_size"": 500, ""global_batch_id"": 24}",0.006998538970947266,0.0,0.0,
2026-01-28 04:14:21,BE_gradual__retrain_p1_last_window_wb1_update__041421,retrain_update,25,periodic,500,"{""period_batches"": 1, ""stream_batches_seen"": 20, ""buffer_size"": 500, ""global_batch_id"": 25}",0.0069997310638427734,0.0,0.0,
