2026-01-29 02:51:02,595 | INFO | Run started: run_id=cfpb_company_sudden__retrain_p1_all_seen_fit__025102
2026-01-29 02:51:07,815 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=9500 wall=0.38570713996887207 cpu=0.375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 9, 'buffer_size': 9500, 'global_batch_id': 19}
2026-01-29 02:51:08,256 | INFO | EVENT retrain_fit batch_id=20 reason=periodic train_n=10000 wall=0.4189035892486572 cpu=0.40625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 10, 'buffer_size': 10000, 'global_batch_id': 20}
2026-01-29 02:51:08,825 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=10500 wall=0.5389559268951416 cpu=0.546875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 11, 'buffer_size': 10500, 'global_batch_id': 21}
2026-01-29 02:51:09,505 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=11000 wall=0.6442618370056152 cpu=0.640625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 12, 'buffer_size': 11000, 'global_batch_id': 22}
2026-01-29 02:51:10,120 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=11500 wall=0.5763845443725586 cpu=0.578125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 13, 'buffer_size': 11500, 'global_batch_id': 23}
2026-01-29 02:51:10,661 | INFO | EVENT retrain_fit batch_id=24 reason=periodic train_n=12000 wall=0.5099735260009766 cpu=0.5 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 14, 'buffer_size': 12000, 'global_batch_id': 24}
2026-01-29 02:51:11,221 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=12500 wall=0.5354597568511963 cpu=0.53125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 15, 'buffer_size': 12500, 'global_batch_id': 25}
2026-01-29 02:51:11,806 | INFO | EVENT retrain_fit batch_id=26 reason=periodic train_n=13000 wall=0.5552525520324707 cpu=0.5625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 16, 'buffer_size': 13000, 'global_batch_id': 26}
2026-01-29 02:51:12,431 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=13500 wall=0.5962052345275879 cpu=0.609375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 17, 'buffer_size': 13500, 'global_batch_id': 27}
2026-01-29 02:51:13,061 | INFO | EVENT retrain_fit batch_id=28 reason=periodic train_n=14000 wall=0.6012029647827148 cpu=0.609375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 18, 'buffer_size': 14000, 'global_batch_id': 28}
2026-01-29 02:51:13,717 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=14500 wall=0.6288425922393799 cpu=0.625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 19, 'buffer_size': 14500, 'global_batch_id': 29}
2026-01-29 02:51:14,420 | INFO | EVENT retrain_fit batch_id=30 reason=periodic train_n=15000 wall=0.675250768661499 cpu=0.65625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 20, 'buffer_size': 15000, 'global_batch_id': 30}
2026-01-29 02:51:15,119 | INFO | EVENT retrain_fit batch_id=31 reason=periodic train_n=15500 wall=0.6714704036712646 cpu=0.671875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 21, 'buffer_size': 15500, 'global_batch_id': 31}
2026-01-29 02:51:15,898 | INFO | EVENT retrain_fit batch_id=32 reason=periodic train_n=16000 wall=0.7520925998687744 cpu=0.75 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 22, 'buffer_size': 16000, 'global_batch_id': 32}
2026-01-29 02:51:16,661 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=16500 wall=0.7328195571899414 cpu=0.734375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 23, 'buffer_size': 16500, 'global_batch_id': 33}
2026-01-29 02:51:17,447 | INFO | EVENT retrain_fit batch_id=34 reason=periodic train_n=17000 wall=0.7524857521057129 cpu=0.765625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 24, 'buffer_size': 17000, 'global_batch_id': 34}
2026-01-29 02:51:18,253 | INFO | EVENT retrain_fit batch_id=35 reason=periodic train_n=17500 wall=0.7780029773712158 cpu=0.78125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 25, 'buffer_size': 17500, 'global_batch_id': 35}
2026-01-29 02:51:19,075 | INFO | EVENT retrain_fit batch_id=36 reason=periodic train_n=18000 wall=0.7935194969177246 cpu=0.796875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 26, 'buffer_size': 18000, 'global_batch_id': 36}
2026-01-29 02:51:19,936 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=18500 wall=0.8342525959014893 cpu=0.828125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 27, 'buffer_size': 18500, 'global_batch_id': 37}
2026-01-29 02:51:20,831 | INFO | EVENT retrain_fit batch_id=38 reason=periodic train_n=19000 wall=0.8697896003723145 cpu=0.859375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 28, 'buffer_size': 19000, 'global_batch_id': 38}
2026-01-29 02:51:21,736 | INFO | EVENT retrain_fit batch_id=39 reason=periodic train_n=19500 wall=0.8774144649505615 cpu=0.875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 29, 'buffer_size': 19500, 'global_batch_id': 39}
2026-01-29 02:51:22,657 | INFO | EVENT retrain_fit batch_id=40 reason=periodic train_n=20000 wall=0.8935844898223877 cpu=0.890625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 30, 'buffer_size': 20000, 'global_batch_id': 40}
2026-01-29 02:51:23,599 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=20500 wall=0.9189481735229492 cpu=0.90625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 31, 'buffer_size': 20500, 'global_batch_id': 41}
2026-01-29 02:51:24,605 | INFO | EVENT retrain_fit batch_id=42 reason=periodic train_n=21000 wall=0.9735665321350098 cpu=0.984375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 32, 'buffer_size': 21000, 'global_batch_id': 42}
2026-01-29 02:51:25,971 | INFO | EVENT retrain_fit batch_id=43 reason=periodic train_n=21500 wall=1.3269264698028564 cpu=1.328125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 33, 'buffer_size': 21500, 'global_batch_id': 43}
2026-01-29 02:51:26,988 | INFO | EVENT retrain_fit batch_id=44 reason=periodic train_n=22000 wall=0.9917652606964111 cpu=0.96875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 34, 'buffer_size': 22000, 'global_batch_id': 44}
2026-01-29 02:51:28,032 | INFO | EVENT retrain_fit batch_id=45 reason=periodic train_n=22500 wall=1.015676498413086 cpu=1.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 35, 'buffer_size': 22500, 'global_batch_id': 45}
2026-01-29 02:51:28,032 | INFO | Run finished. total={'wall_sec': 25.43681788444519, 'cpu_sec': 25.390625, 'cpu_pct': 99.81840148144695, 'rss_mb': None} peak_rss_mb=None
