2026-01-28 04:04:56,297 | INFO | Run started: run_id=BE_sudden__retrain_p1_all_seen_fit__040456
2026-01-28 04:04:57,408 | INFO | EVENT retrain_fit batch_id=14 reason=periodic train_n=7000 wall=0.09978771209716797 cpu=0.09375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 9, 'buffer_size': 7000, 'global_batch_id': 14}
2026-01-28 04:04:57,543 | INFO | EVENT retrain_fit batch_id=15 reason=periodic train_n=7500 wall=0.09998655319213867 cpu=0.109375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 10, 'buffer_size': 7500, 'global_batch_id': 15}
2026-01-28 04:04:57,670 | INFO | EVENT retrain_fit batch_id=16 reason=periodic train_n=8000 wall=0.12727117538452148 cpu=0.125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 11, 'buffer_size': 8000, 'global_batch_id': 16}
2026-01-28 04:04:57,812 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=8500 wall=0.12772536277770996 cpu=0.125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 12, 'buffer_size': 8500, 'global_batch_id': 17}
2026-01-28 04:04:57,953 | INFO | EVENT retrain_fit batch_id=18 reason=periodic train_n=9000 wall=0.13100218772888184 cpu=0.140625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 13, 'buffer_size': 9000, 'global_batch_id': 18}
2026-01-28 04:04:58,100 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=9500 wall=0.1360025405883789 cpu=0.140625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 14, 'buffer_size': 9500, 'global_batch_id': 19}
2026-01-28 04:04:58,251 | INFO | EVENT retrain_fit batch_id=20 reason=periodic train_n=10000 wall=0.14099788665771484 cpu=0.140625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 15, 'buffer_size': 10000, 'global_batch_id': 20}
2026-01-28 04:04:58,408 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=10500 wall=0.14699912071228027 cpu=0.15625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 16, 'buffer_size': 10500, 'global_batch_id': 21}
2026-01-28 04:04:58,571 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=11000 wall=0.15399956703186035 cpu=0.15625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 17, 'buffer_size': 11000, 'global_batch_id': 22}
2026-01-28 04:04:58,739 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=11500 wall=0.15892338752746582 cpu=0.15625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 18, 'buffer_size': 11500, 'global_batch_id': 23}
2026-01-28 04:04:58,912 | INFO | EVENT retrain_fit batch_id=24 reason=periodic train_n=12000 wall=0.1639997959136963 cpu=0.15625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 19, 'buffer_size': 12000, 'global_batch_id': 24}
2026-01-28 04:04:59,095 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=12500 wall=0.17234015464782715 cpu=0.171875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 20, 'buffer_size': 12500, 'global_batch_id': 25}
2026-01-28 04:04:59,281 | INFO | EVENT retrain_fit batch_id=26 reason=periodic train_n=13000 wall=0.17672038078308105 cpu=0.1875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 21, 'buffer_size': 13000, 'global_batch_id': 26}
2026-01-28 04:04:59,474 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=13500 wall=0.18378424644470215 cpu=0.1875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 22, 'buffer_size': 13500, 'global_batch_id': 27}
2026-01-28 04:04:59,670 | INFO | EVENT retrain_fit batch_id=28 reason=periodic train_n=14000 wall=0.18517780303955078 cpu=0.1875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 23, 'buffer_size': 14000, 'global_batch_id': 28}
2026-01-28 04:04:59,874 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=14500 wall=0.19460225105285645 cpu=0.203125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 24, 'buffer_size': 14500, 'global_batch_id': 29}
2026-01-28 04:05:00,074 | INFO | EVENT retrain_fit batch_id=30 reason=periodic train_n=15000 wall=0.19068288803100586 cpu=0.203125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 25, 'buffer_size': 15000, 'global_batch_id': 30}
2026-01-28 04:05:00,295 | INFO | EVENT retrain_fit batch_id=31 reason=periodic train_n=15500 wall=0.20252180099487305 cpu=0.203125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 26, 'buffer_size': 15500, 'global_batch_id': 31}
2026-01-28 04:05:00,513 | INFO | EVENT retrain_fit batch_id=32 reason=periodic train_n=16000 wall=0.20104694366455078 cpu=0.203125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 27, 'buffer_size': 16000, 'global_batch_id': 32}
2026-01-28 04:05:00,740 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=16500 wall=0.2090442180633545 cpu=0.203125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 28, 'buffer_size': 16500, 'global_batch_id': 33}
2026-01-28 04:05:00,967 | INFO | EVENT retrain_fit batch_id=34 reason=periodic train_n=17000 wall=0.21699738502502441 cpu=0.21875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 29, 'buffer_size': 17000, 'global_batch_id': 34}
2026-01-28 04:05:01,196 | INFO | EVENT retrain_fit batch_id=35 reason=periodic train_n=17500 wall=0.21899986267089844 cpu=0.21875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 30, 'buffer_size': 17500, 'global_batch_id': 35}
2026-01-28 04:05:01,443 | INFO | EVENT retrain_fit batch_id=36 reason=periodic train_n=18000 wall=0.23799800872802734 cpu=0.234375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 31, 'buffer_size': 18000, 'global_batch_id': 36}
2026-01-28 04:05:01,696 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=18500 wall=0.24300050735473633 cpu=0.234375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 32, 'buffer_size': 18500, 'global_batch_id': 37}
2026-01-28 04:05:01,941 | INFO | EVENT retrain_fit batch_id=38 reason=periodic train_n=19000 wall=0.23449444770812988 cpu=0.234375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 33, 'buffer_size': 19000, 'global_batch_id': 38}
2026-01-28 04:05:02,192 | INFO | EVENT retrain_fit batch_id=39 reason=periodic train_n=19500 wall=0.24209117889404297 cpu=0.234375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 34, 'buffer_size': 19500, 'global_batch_id': 39}
2026-01-28 04:05:02,448 | INFO | EVENT retrain_fit batch_id=40 reason=periodic train_n=20000 wall=0.24699878692626953 cpu=0.234375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 35, 'buffer_size': 20000, 'global_batch_id': 40}
2026-01-28 04:05:02,714 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=20500 wall=0.256000280380249 cpu=0.265625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 36, 'buffer_size': 20500, 'global_batch_id': 41}
2026-01-28 04:05:03,002 | INFO | EVENT retrain_fit batch_id=42 reason=periodic train_n=21000 wall=0.27558302879333496 cpu=0.21875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 37, 'buffer_size': 21000, 'global_batch_id': 42}
2026-01-28 04:05:03,278 | INFO | EVENT retrain_fit batch_id=43 reason=periodic train_n=21500 wall=0.2655315399169922 cpu=0.265625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 38, 'buffer_size': 21500, 'global_batch_id': 43}
2026-01-28 04:05:03,556 | INFO | EVENT retrain_fit batch_id=44 reason=periodic train_n=22000 wall=0.26799607276916504 cpu=0.265625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 39, 'buffer_size': 22000, 'global_batch_id': 44}
2026-01-28 04:05:03,854 | INFO | EVENT retrain_fit batch_id=45 reason=periodic train_n=22500 wall=0.2876558303833008 cpu=0.28125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 40, 'buffer_size': 22500, 'global_batch_id': 45}
2026-01-28 04:05:03,854 | INFO | Run finished. total={'wall_sec': 7.5570642948150635, 'cpu_sec': 7.5, 'cpu_pct': 99.24488805984865, 'rss_mb': None} peak_rss_mb=None
