2026-01-28 04:04:56,297 | INFO | Run started: run_id=BE_sudden__retrain_p1_all_seen_fit__040456
2026-01-28 04:04:56,297 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_040455__domain_sudden_sgd\runs\BE_sudden__retrain_p1_all_seen_fit__040456
2026-01-28 04:04:56,589 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.044457197189331055 cpu=0.046875 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9452, 'pre_f1_macro': 0.7665352674892351}
2026-01-28 04:04:56,660 | INFO | EVENT retrain_fit batch_id=6 reason=periodic train_n=3000 wall=0.05014395713806152 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 1, 'buffer_size': 3000, 'global_batch_id': 6}
2026-01-28 04:04:56,737 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=3500 wall=0.06039571762084961 cpu=0.0625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 2, 'buffer_size': 3500, 'global_batch_id': 7}
2026-01-28 04:04:56,812 | INFO | EVENT retrain_fit batch_id=8 reason=periodic train_n=4000 wall=0.06399822235107422 cpu=0.0625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 3, 'buffer_size': 4000, 'global_batch_id': 8}
2026-01-28 04:04:56,894 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=4500 wall=0.06999921798706055 cpu=0.0625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 4, 'buffer_size': 4500, 'global_batch_id': 9}
2026-01-28 04:04:56,981 | INFO | EVENT retrain_fit batch_id=10 reason=periodic train_n=5000 wall=0.07799959182739258 cpu=0.078125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 5, 'buffer_size': 5000, 'global_batch_id': 10}
2026-01-28 04:04:57,083 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=5500 wall=0.09099841117858887 cpu=0.09375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 6, 'buffer_size': 5500, 'global_batch_id': 11}
2026-01-28 04:04:57,186 | INFO | EVENT retrain_fit batch_id=12 reason=periodic train_n=6000 wall=0.09200000762939453 cpu=0.09375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 7, 'buffer_size': 6000, 'global_batch_id': 12}
2026-01-28 04:04:57,297 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=6500 wall=0.09999895095825195 cpu=0.109375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 8, 'buffer_size': 6500, 'global_batch_id': 13}
