2026-01-29 02:58:07,901 | INFO | Run started: run_id=cfpb_company_sudden__retrain_p2_last_window_wb2_fit__025807
2026-01-29 02:58:07,902 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260129_025637__cfpb_gradual_pa\runs\cfpb_company_sudden__retrain_p2_last_window_wb2_fit__025807
2026-01-29 02:58:10,196 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=5000 wall=0.2840888500213623 cpu=0.28125 rss_mb=None info={'pretrain_batches': 10, 'pre_acc': 0.9536, 'pre_f1_macro': 0.9582352394786001}
2026-01-29 02:58:10,302 | INFO | EVENT retrain_fit batch_id=12 reason=periodic train_n=1000 wall=0.06100177764892578 cpu=0.0625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 1000, 'global_batch_id': 12}
2026-01-29 02:58:10,405 | INFO | EVENT retrain_fit batch_id=14 reason=periodic train_n=1000 wall=0.05199885368347168 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 1000, 'global_batch_id': 14}
2026-01-29 02:58:10,508 | INFO | EVENT retrain_fit batch_id=16 reason=periodic train_n=1000 wall=0.05599784851074219 cpu=0.0625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 1000, 'global_batch_id': 16}
2026-01-29 02:58:10,604 | INFO | EVENT retrain_fit batch_id=18 reason=periodic train_n=1000 wall=0.05300116539001465 cpu=0.0625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 1000, 'global_batch_id': 18}
2026-01-29 02:58:10,695 | INFO | EVENT retrain_fit batch_id=20 reason=periodic train_n=1000 wall=0.047998666763305664 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 1000, 'global_batch_id': 20}
2026-01-29 02:58:10,815 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=1000 wall=0.06599926948547363 cpu=0.0625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 1000, 'global_batch_id': 22}
2026-01-29 02:58:10,936 | INFO | EVENT retrain_fit batch_id=24 reason=periodic train_n=1000 wall=0.06699872016906738 cpu=0.0625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 1000, 'global_batch_id': 24}
2026-01-29 02:58:11,056 | INFO | EVENT retrain_fit batch_id=26 reason=periodic train_n=1000 wall=0.06600022315979004 cpu=0.078125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 1000, 'global_batch_id': 26}
2026-01-29 02:58:11,175 | INFO | EVENT retrain_fit batch_id=28 reason=periodic train_n=1000 wall=0.06699752807617188 cpu=0.0625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 1000, 'global_batch_id': 28}
2026-01-29 02:58:11,296 | INFO | EVENT retrain_fit batch_id=30 reason=periodic train_n=1000 wall=0.0709981918334961 cpu=0.078125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 1000, 'global_batch_id': 30}
2026-01-29 02:58:11,426 | INFO | EVENT retrain_fit batch_id=32 reason=periodic train_n=1000 wall=0.06717705726623535 cpu=0.0625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 1000, 'global_batch_id': 32}
2026-01-29 02:58:11,555 | INFO | EVENT retrain_fit batch_id=34 reason=periodic train_n=1000 wall=0.0712425708770752 cpu=0.0625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 1000, 'global_batch_id': 34}
2026-01-29 02:58:11,674 | INFO | EVENT retrain_fit batch_id=36 reason=periodic train_n=1000 wall=0.06524205207824707 cpu=0.046875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 26, 'buffer_size': 1000, 'global_batch_id': 36}
2026-01-29 02:58:11,782 | INFO | EVENT retrain_fit batch_id=38 reason=periodic train_n=1000 wall=0.05915379524230957 cpu=0.0625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 28, 'buffer_size': 1000, 'global_batch_id': 38}
2026-01-29 02:58:11,898 | INFO | EVENT retrain_fit batch_id=40 reason=periodic train_n=1000 wall=0.06399774551391602 cpu=0.0625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 30, 'buffer_size': 1000, 'global_batch_id': 40}
2026-01-29 02:58:12,016 | INFO | EVENT retrain_fit batch_id=42 reason=periodic train_n=1000 wall=0.0671083927154541 cpu=0.0625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 32, 'buffer_size': 1000, 'global_batch_id': 42}
2026-01-29 02:58:12,126 | INFO | EVENT retrain_fit batch_id=44 reason=periodic train_n=1000 wall=0.0599977970123291 cpu=0.0625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 34, 'buffer_size': 1000, 'global_batch_id': 44}
2026-01-29 02:58:12,152 | INFO | Run finished. total={'wall_sec': 4.251016616821289, 'cpu_sec': 4.21875, 'cpu_pct': 99.2409670502437, 'rss_mb': None} peak_rss_mb=None
