2026-01-29 03:03:04,709 | INFO | Run started: run_id=cfpb_company_sudden__retrain_p2_all_seen_fit__030304
2026-01-29 03:03:04,709 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260129_030239__cfpb_gradual_nb\runs\cfpb_company_sudden__retrain_p2_all_seen_fit__030304
2026-01-29 03:03:06,860 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=5000 wall=0.1699986457824707 cpu=0.171875 rss_mb=None info={'pretrain_batches': 10, 'pre_acc': 0.6808, 'pre_f1_macro': 0.570003176745046}
2026-01-29 03:03:07,123 | INFO | EVENT retrain_fit batch_id=12 reason=periodic train_n=6000 wall=0.2095956802368164 cpu=0.203125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 2, 'buffer_size': 6000, 'global_batch_id': 12}
2026-01-29 03:03:07,425 | INFO | EVENT retrain_fit batch_id=14 reason=periodic train_n=7000 wall=0.24500131607055664 cpu=0.234375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 4, 'buffer_size': 7000, 'global_batch_id': 14}
2026-01-29 03:03:07,755 | INFO | EVENT retrain_fit batch_id=16 reason=periodic train_n=8000 wall=0.2729988098144531 cpu=0.265625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 6, 'buffer_size': 8000, 'global_batch_id': 16}
2026-01-29 03:03:08,103 | INFO | EVENT retrain_fit batch_id=18 reason=periodic train_n=9000 wall=0.30524373054504395 cpu=0.3125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 8, 'buffer_size': 9000, 'global_batch_id': 18}
2026-01-29 03:03:08,506 | INFO | EVENT retrain_fit batch_id=20 reason=periodic train_n=10000 wall=0.35710740089416504 cpu=0.34375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 10, 'buffer_size': 10000, 'global_batch_id': 20}
2026-01-29 03:03:09,187 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=11000 wall=0.6067891120910645 cpu=0.609375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 12, 'buffer_size': 11000, 'global_batch_id': 22}
2026-01-29 03:03:09,861 | INFO | EVENT retrain_fit batch_id=24 reason=periodic train_n=12000 wall=0.5993402004241943 cpu=0.59375 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 14, 'buffer_size': 12000, 'global_batch_id': 24}
2026-01-29 03:03:10,425 | INFO | EVENT retrain_fit batch_id=26 reason=periodic train_n=13000 wall=0.49665236473083496 cpu=0.5 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 16, 'buffer_size': 13000, 'global_batch_id': 26}
2026-01-29 03:03:10,988 | INFO | EVENT retrain_fit batch_id=28 reason=periodic train_n=14000 wall=0.5101127624511719 cpu=0.5 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 18, 'buffer_size': 14000, 'global_batch_id': 28}
2026-01-29 03:03:11,596 | INFO | EVENT retrain_fit batch_id=30 reason=periodic train_n=15000 wall=0.5593264102935791 cpu=0.5625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 20, 'buffer_size': 15000, 'global_batch_id': 30}
2026-01-29 03:03:12,278 | INFO | EVENT retrain_fit batch_id=32 reason=periodic train_n=16000 wall=0.6291854381561279 cpu=0.640625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 22, 'buffer_size': 16000, 'global_batch_id': 32}
2026-01-29 03:03:12,963 | INFO | EVENT retrain_fit batch_id=34 reason=periodic train_n=17000 wall=0.6305270195007324 cpu=0.640625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 17000, 'global_batch_id': 34}
2026-01-29 03:03:13,699 | INFO | EVENT retrain_fit batch_id=36 reason=periodic train_n=18000 wall=0.6840329170227051 cpu=0.6875 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 26, 'buffer_size': 18000, 'global_batch_id': 36}
2026-01-29 03:03:14,478 | INFO | EVENT retrain_fit batch_id=38 reason=periodic train_n=19000 wall=0.7305343151092529 cpu=0.703125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 28, 'buffer_size': 19000, 'global_batch_id': 38}
2026-01-29 03:03:15,285 | INFO | EVENT retrain_fit batch_id=40 reason=periodic train_n=20000 wall=0.754525899887085 cpu=0.75 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 30, 'buffer_size': 20000, 'global_batch_id': 40}
2026-01-29 03:03:16,131 | INFO | EVENT retrain_fit batch_id=42 reason=periodic train_n=21000 wall=0.7941412925720215 cpu=0.78125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 32, 'buffer_size': 21000, 'global_batch_id': 42}
2026-01-29 03:03:17,019 | INFO | EVENT retrain_fit batch_id=44 reason=periodic train_n=22000 wall=0.8293135166168213 cpu=0.8125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 34, 'buffer_size': 22000, 'global_batch_id': 44}
2026-01-29 03:03:17,046 | INFO | Run finished. total={'wall_sec': 12.33702540397644, 'cpu_sec': 12.234375, 'cpu_pct': 99.1679485077225, 'rss_mb': None} peak_rss_mb=None
