2026-01-27 14:04:34,136 | INFO | Run started: run_id=huffpost_years__retrain_p4_all_seen_fit__140434
2026-01-27 14:04:34,136 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260127_140427__huffpost_sgd_gradual\runs\huffpost_years__retrain_p4_all_seen_fit__140434
2026-01-27 14:04:34,236 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=3000 wall=0.03762459754943848 cpu=0.03125 rss_mb=None info={'pretrain_batches': 6, 'pre_acc': 0.9376666666666666, 'pre_f1_macro': 0.9275767595642744}
2026-01-27 14:04:34,300 | INFO | EVENT retrain_fit batch_id=10 reason=periodic train_n=5000 wall=0.04290914535522461 cpu=0.046875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 4, 'buffer_size': 5000, 'global_batch_id': 10}
2026-01-27 14:04:34,374 | INFO | EVENT retrain_fit batch_id=14 reason=periodic train_n=7000 wall=0.05229830741882324 cpu=0.0625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 8, 'buffer_size': 7000, 'global_batch_id': 14}
2026-01-27 14:04:34,477 | INFO | EVENT retrain_fit batch_id=18 reason=periodic train_n=9000 wall=0.07223296165466309 cpu=0.078125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 12, 'buffer_size': 9000, 'global_batch_id': 18}
2026-01-27 14:04:34,590 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=11000 wall=0.0873727798461914 cpu=0.09375 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 16, 'buffer_size': 11000, 'global_batch_id': 22}
2026-01-27 14:04:34,734 | INFO | EVENT retrain_fit batch_id=26 reason=periodic train_n=13000 wall=0.11535525321960449 cpu=0.125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 20, 'buffer_size': 13000, 'global_batch_id': 26}
2026-01-27 14:04:34,877 | INFO | EVENT retrain_fit batch_id=30 reason=periodic train_n=15000 wall=0.12200093269348145 cpu=0.125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 24, 'buffer_size': 15000, 'global_batch_id': 30}
2026-01-27 14:04:35,029 | INFO | EVENT retrain_fit batch_id=34 reason=periodic train_n=17000 wall=0.13058853149414062 cpu=0.140625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 28, 'buffer_size': 17000, 'global_batch_id': 34}
2026-01-27 14:04:35,219 | INFO | EVENT retrain_fit batch_id=38 reason=periodic train_n=19000 wall=0.1565871238708496 cpu=0.15625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 32, 'buffer_size': 19000, 'global_batch_id': 38}
2026-01-27 14:04:35,411 | INFO | EVENT retrain_fit batch_id=42 reason=periodic train_n=21000 wall=0.16959595680236816 cpu=0.1875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 36, 'buffer_size': 21000, 'global_batch_id': 42}
2026-01-27 14:04:35,411 | INFO | Run finished. total={'wall_sec': 1.2757432460784912, 'cpu_sec': 1.296875, 'cpu_pct': 101.65642687009833, 'rss_mb': None} peak_rss_mb=None
