2026-01-28 04:06:33,974 | INFO | Run started: run_id=BE_sudden__retrain_p4_all_seen_fit__040633
2026-01-28 04:06:33,975 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_040620__domain_sudden_pa\runs\BE_sudden__retrain_p4_all_seen_fit__040633
2026-01-28 04:06:34,265 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.04499626159667969 cpu=0.046875 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 1.0, 'pre_f1_macro': 1.0}
2026-01-28 04:06:34,402 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=4500 wall=0.06942176818847656 cpu=0.078125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 4, 'buffer_size': 4500, 'global_batch_id': 9}
2026-01-28 04:06:34,559 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=6500 wall=0.0879061222076416 cpu=0.109375 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 8, 'buffer_size': 6500, 'global_batch_id': 13}
2026-01-28 04:06:34,746 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=8500 wall=0.14308977127075195 cpu=0.15625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 12, 'buffer_size': 8500, 'global_batch_id': 17}
2026-01-28 04:06:34,955 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=10500 wall=0.17399930953979492 cpu=0.171875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 16, 'buffer_size': 10500, 'global_batch_id': 21}
2026-01-28 04:06:35,187 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=12500 wall=0.19710111618041992 cpu=0.203125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 20, 'buffer_size': 12500, 'global_batch_id': 25}
2026-01-28 04:06:35,454 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=14500 wall=0.23043084144592285 cpu=0.234375 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 24, 'buffer_size': 14500, 'global_batch_id': 29}
2026-01-28 04:06:35,753 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=16500 wall=0.2500193119049072 cpu=0.25 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 28, 'buffer_size': 16500, 'global_batch_id': 33}
2026-01-28 04:06:36,068 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=18500 wall=0.27919793128967285 cpu=0.28125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 32, 'buffer_size': 18500, 'global_batch_id': 37}
2026-01-28 04:06:36,398 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=20500 wall=0.29599857330322266 cpu=0.296875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 36, 'buffer_size': 20500, 'global_batch_id': 41}
2026-01-28 04:06:36,761 | INFO | EVENT retrain_fit batch_id=45 reason=periodic train_n=22500 wall=0.3269970417022705 cpu=0.328125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 40, 'buffer_size': 22500, 'global_batch_id': 45}
2026-01-28 04:06:36,762 | INFO | Run finished. total={'wall_sec': 2.7881126403808594, 'cpu_sec': 2.75, 'cpu_pct': 98.63303082419034, 'rss_mb': None} peak_rss_mb=None
