2026-01-27 18:42:34,935 | INFO | Run started: run_id=huffpost_years__retrain_p4_all_seen_fit__184234
2026-01-27 18:42:34,935 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260127_184224__huffpost_pa_gradual\runs\huffpost_years__retrain_p4_all_seen_fit__184234
2026-01-27 18:42:35,036 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=3000 wall=0.027000904083251953 cpu=0.03125 rss_mb=None info={'pretrain_batches': 6, 'pre_acc': 1.0, 'pre_f1_macro': 1.0}
2026-01-27 18:42:35,109 | INFO | EVENT retrain_fit batch_id=10 reason=periodic train_n=5000 wall=0.05099916458129883 cpu=0.046875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 4, 'buffer_size': 5000, 'global_batch_id': 10}
2026-01-27 18:42:35,210 | INFO | EVENT retrain_fit batch_id=14 reason=periodic train_n=7000 wall=0.07699966430664062 cpu=0.078125 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 8, 'buffer_size': 7000, 'global_batch_id': 14}
2026-01-27 18:42:35,350 | INFO | EVENT retrain_fit batch_id=18 reason=periodic train_n=9000 wall=0.1166067123413086 cpu=0.109375 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 12, 'buffer_size': 9000, 'global_batch_id': 18}
2026-01-27 18:42:35,522 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=11000 wall=0.14869236946105957 cpu=0.140625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 16, 'buffer_size': 11000, 'global_batch_id': 22}
2026-01-27 18:42:35,744 | INFO | EVENT retrain_fit batch_id=26 reason=periodic train_n=13000 wall=0.19900059700012207 cpu=0.1875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 20, 'buffer_size': 13000, 'global_batch_id': 26}
2026-01-27 18:42:36,006 | INFO | EVENT retrain_fit batch_id=30 reason=periodic train_n=15000 wall=0.23999857902526855 cpu=0.234375 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 24, 'buffer_size': 15000, 'global_batch_id': 30}
2026-01-27 18:42:36,295 | INFO | EVENT retrain_fit batch_id=34 reason=periodic train_n=17000 wall=0.26599788665771484 cpu=0.265625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 28, 'buffer_size': 17000, 'global_batch_id': 34}
2026-01-27 18:42:36,616 | INFO | EVENT retrain_fit batch_id=38 reason=periodic train_n=19000 wall=0.2973356246948242 cpu=0.296875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 32, 'buffer_size': 19000, 'global_batch_id': 38}
2026-01-27 18:42:37,005 | INFO | EVENT retrain_fit batch_id=42 reason=periodic train_n=21000 wall=0.35581469535827637 cpu=0.34375 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 36, 'buffer_size': 21000, 'global_batch_id': 42}
2026-01-27 18:42:37,005 | INFO | Run finished. total={'wall_sec': 2.070875644683838, 'cpu_sec': 2.0, 'cpu_pct': 96.5775035857038, 'rss_mb': None} peak_rss_mb=None
