2026-01-29 01:28:53,804 | INFO | Run started: run_id=label_temporary__retrain_p4_last_window_wb4_fit__012853
2026-01-29 01:28:53,804 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260129_012640__label_temporary_sgd\runs\label_temporary__retrain_p4_last_window_wb4_fit__012853
2026-01-29 01:28:54,990 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.22991585731506348 cpu=0.234375 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9976, 'pre_f1_macro': 0.9932855383028706}
2026-01-29 01:28:55,381 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=2000 wall=0.18445038795471191 cpu=0.1875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 4, 'buffer_size': 2000, 'global_batch_id': 9}
2026-01-29 01:28:55,763 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=2000 wall=0.1769869327545166 cpu=0.171875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 8, 'buffer_size': 2000, 'global_batch_id': 13}
2026-01-29 01:28:56,204 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=2000 wall=0.2154233455657959 cpu=0.21875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 12, 'buffer_size': 2000, 'global_batch_id': 17}
2026-01-29 01:28:56,515 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=2000 wall=0.14857912063598633 cpu=0.15625 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 16, 'buffer_size': 2000, 'global_batch_id': 21}
2026-01-29 01:28:56,878 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=2000 wall=0.17496848106384277 cpu=0.171875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 20, 'buffer_size': 2000, 'global_batch_id': 25}
2026-01-29 01:28:57,238 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=2000 wall=0.17169833183288574 cpu=0.171875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 24, 'buffer_size': 2000, 'global_batch_id': 29}
2026-01-29 01:28:57,619 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=2000 wall=0.18233728408813477 cpu=0.1875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 28, 'buffer_size': 2000, 'global_batch_id': 33}
2026-01-29 01:28:57,991 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=2000 wall=0.17728376388549805 cpu=0.171875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 32, 'buffer_size': 2000, 'global_batch_id': 37}
2026-01-29 01:28:58,381 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=2000 wall=0.18969392776489258 cpu=0.1875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 36, 'buffer_size': 2000, 'global_batch_id': 41}
2026-01-29 01:28:58,739 | INFO | EVENT retrain_fit batch_id=45 reason=periodic train_n=2000 wall=0.17018628120422363 cpu=0.171875 rss_mb=None info={'period_batches': 4, 'stream_batches_seen': 40, 'buffer_size': 2000, 'global_batch_id': 45}
2026-01-29 01:28:58,739 | INFO | Run finished. total={'wall_sec': 4.934958457946777, 'cpu_sec': 4.90625, 'cpu_pct': 99.41826343237909, 'rss_mb': None} peak_rss_mb=None
