2026-01-28 04:21:41,099 | INFO | Run started: run_id=BE_temporary__retrain_p1_last_window_wb1_fit__042141
2026-01-28 04:21:41,662 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=500 wall=0.008479595184326172 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 14, 'buffer_size': 500, 'global_batch_id': 19}
2026-01-28 04:21:41,675 | INFO | EVENT retrain_fit batch_id=20 reason=periodic train_n=500 wall=0.006058454513549805 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 15, 'buffer_size': 500, 'global_batch_id': 20}
2026-01-28 04:21:41,688 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=500 wall=0.0035119056701660156 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 16, 'buffer_size': 500, 'global_batch_id': 21}
2026-01-28 04:21:41,702 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=500 wall=0.004606723785400391 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 17, 'buffer_size': 500, 'global_batch_id': 22}
2026-01-28 04:21:41,716 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=500 wall=0.0005300045013427734 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 18, 'buffer_size': 500, 'global_batch_id': 23}
2026-01-28 04:21:41,736 | INFO | EVENT retrain_fit batch_id=24 reason=periodic train_n=500 wall=0.006003379821777344 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 19, 'buffer_size': 500, 'global_batch_id': 24}
2026-01-28 04:21:41,756 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=500 wall=0.007999897003173828 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 20, 'buffer_size': 500, 'global_batch_id': 25}
2026-01-28 04:21:41,777 | INFO | EVENT retrain_fit batch_id=26 reason=periodic train_n=500 wall=0.009884834289550781 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 21, 'buffer_size': 500, 'global_batch_id': 26}
2026-01-28 04:21:41,798 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=500 wall=0.009999990463256836 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 22, 'buffer_size': 500, 'global_batch_id': 27}
2026-01-28 04:21:41,820 | INFO | EVENT retrain_fit batch_id=28 reason=periodic train_n=500 wall=0.010000228881835938 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 23, 'buffer_size': 500, 'global_batch_id': 28}
2026-01-28 04:21:41,839 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=500 wall=0.009000301361083984 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 24, 'buffer_size': 500, 'global_batch_id': 29}
2026-01-28 04:21:41,858 | INFO | EVENT retrain_fit batch_id=30 reason=periodic train_n=500 wall=0.00799870491027832 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 25, 'buffer_size': 500, 'global_batch_id': 30}
2026-01-28 04:21:41,879 | INFO | EVENT retrain_fit batch_id=31 reason=periodic train_n=500 wall=0.007999420166015625 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 26, 'buffer_size': 500, 'global_batch_id': 31}
2026-01-28 04:21:41,898 | INFO | EVENT retrain_fit batch_id=32 reason=periodic train_n=500 wall=0.008998870849609375 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 27, 'buffer_size': 500, 'global_batch_id': 32}
2026-01-28 04:21:41,917 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=500 wall=0.007907629013061523 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 28, 'buffer_size': 500, 'global_batch_id': 33}
2026-01-28 04:21:41,936 | INFO | EVENT retrain_fit batch_id=34 reason=periodic train_n=500 wall=0.007875204086303711 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 29, 'buffer_size': 500, 'global_batch_id': 34}
2026-01-28 04:21:41,957 | INFO | EVENT retrain_fit batch_id=35 reason=periodic train_n=500 wall=0.010000228881835938 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 30, 'buffer_size': 500, 'global_batch_id': 35}
2026-01-28 04:21:41,978 | INFO | EVENT retrain_fit batch_id=36 reason=periodic train_n=500 wall=0.00899958610534668 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 31, 'buffer_size': 500, 'global_batch_id': 36}
2026-01-28 04:21:41,999 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=500 wall=0.007998943328857422 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 32, 'buffer_size': 500, 'global_batch_id': 37}
2026-01-28 04:21:42,019 | INFO | EVENT retrain_fit batch_id=38 reason=periodic train_n=500 wall=0.009000539779663086 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 33, 'buffer_size': 500, 'global_batch_id': 38}
2026-01-28 04:21:42,038 | INFO | EVENT retrain_fit batch_id=39 reason=periodic train_n=500 wall=0.006998300552368164 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 34, 'buffer_size': 500, 'global_batch_id': 39}
2026-01-28 04:21:42,058 | INFO | EVENT retrain_fit batch_id=40 reason=periodic train_n=500 wall=0.009883403778076172 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 35, 'buffer_size': 500, 'global_batch_id': 40}
2026-01-28 04:21:42,080 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=500 wall=0.009000062942504883 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 36, 'buffer_size': 500, 'global_batch_id': 41}
2026-01-28 04:21:42,099 | INFO | EVENT retrain_fit batch_id=42 reason=periodic train_n=500 wall=0.008997917175292969 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 37, 'buffer_size': 500, 'global_batch_id': 42}
2026-01-28 04:21:42,119 | INFO | EVENT retrain_fit batch_id=43 reason=periodic train_n=500 wall=0.008000612258911133 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 38, 'buffer_size': 500, 'global_batch_id': 43}
2026-01-28 04:21:42,141 | INFO | EVENT retrain_fit batch_id=44 reason=periodic train_n=500 wall=0.008991003036499023 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 39, 'buffer_size': 500, 'global_batch_id': 44}
2026-01-28 04:21:42,141 | INFO | Run finished. total={'wall_sec': 1.0420503616333008, 'cpu_sec': 1.046875, 'cpu_pct': 100.46299474040173, 'rss_mb': None} peak_rss_mb=None
