2026-01-28 04:16:45,068 | INFO | Run started: run_id=BE_gradual__quality_drop_acc_th0.02_bk3_ck2_quality_drop_all_seen_fit__041645
2026-01-28 04:16:45,068 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_041615__domain_gradual_nb\runs\BE_gradual__quality_drop_acc_th0.02_bk3_ck2_quality_drop_all_seen_fit__041645
2026-01-28 04:16:45,377 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.04200005531311035 cpu=0.03125 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9432, 'pre_f1_macro': 0.846040686892728}
2026-01-28 04:16:45,588 | INFO | EVENT retrain_fit batch_id=14 reason=quality_drop train_n=7000 wall=0.10799908638000488 cpu=0.09375 rss_mb=None info={'threshold': 0.02, 'drop': 0.043, 'current_metric': 0.84, 'baseline_metric': 0.883}
2026-01-28 04:16:45,796 | INFO | EVENT retrain_fit batch_id=19 reason=quality_drop train_n=9500 wall=0.14800190925598145 cpu=0.15625 rss_mb=None info={'threshold': 0.02, 'drop': 0.049, 'current_metric': 0.78, 'baseline_metric': 0.829}
2026-01-28 04:16:46,074 | INFO | EVENT retrain_fit batch_id=26 reason=quality_drop train_n=13000 wall=0.1948702335357666 cpu=0.203125 rss_mb=None info={'threshold': 0.02, 'drop': 0.053, 'current_metric': 0.712, 'baseline_metric': 0.765}
2026-01-28 04:16:46,364 | INFO | EVENT retrain_fit batch_id=32 reason=quality_drop train_n=16000 wall=0.22920513153076172 cpu=0.234375 rss_mb=None info={'threshold': 0.02, 'drop': 0.054, 'current_metric': 0.656, 'baseline_metric': 0.71}
2026-01-28 04:16:46,694 | INFO | EVENT retrain_fit batch_id=38 reason=quality_drop train_n=19000 wall=0.265064001083374 cpu=0.265625 rss_mb=None info={'threshold': 0.02, 'drop': 0.041, 'current_metric': 0.638, 'baseline_metric': 0.679}
2026-01-28 04:16:46,752 | INFO | Run finished. total={'wall_sec': 1.684469223022461, 'cpu_sec': 1.671875, 'cpu_pct': 99.25233285059, 'rss_mb': None} peak_rss_mb=None
