2026-01-28 03:55:02,396 | INFO | Run started: run_id=BE_sudden__retrain_p1_last_window_wb1_fit__035502
2026-01-28 03:55:02,396 | INFO | run_dir=C:\Poly\Diploma\v2\outputs\20260128_035436__domain_sudden_lr\runs\BE_sudden__retrain_p1_last_window_wb1_fit__035502
2026-01-28 03:55:02,727 | INFO | EVENT pretrain_fit batch_id=None reason=pretrain train_n=2500 wall=0.06204485893249512 cpu=0.0625 rss_mb=None info={'pretrain_batches': 5, 'pre_acc': 0.9144, 'pre_f1_macro': 0.5241500519432466}
2026-01-28 03:55:02,758 | INFO | EVENT retrain_fit batch_id=6 reason=periodic train_n=500 wall=0.017999887466430664 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 1, 'buffer_size': 500, 'global_batch_id': 6}
2026-01-28 03:55:02,797 | INFO | EVENT retrain_fit batch_id=7 reason=periodic train_n=500 wall=0.019001483917236328 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 2, 'buffer_size': 500, 'global_batch_id': 7}
2026-01-28 03:55:02,831 | INFO | EVENT retrain_fit batch_id=8 reason=periodic train_n=500 wall=0.017004728317260742 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 3, 'buffer_size': 500, 'global_batch_id': 8}
2026-01-28 03:55:02,861 | INFO | EVENT retrain_fit batch_id=9 reason=periodic train_n=500 wall=0.016999244689941406 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 4, 'buffer_size': 500, 'global_batch_id': 9}
2026-01-28 03:55:02,889 | INFO | EVENT retrain_fit batch_id=10 reason=periodic train_n=500 wall=0.015998363494873047 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 5, 'buffer_size': 500, 'global_batch_id': 10}
2026-01-28 03:55:02,920 | INFO | EVENT retrain_fit batch_id=11 reason=periodic train_n=500 wall=0.018000364303588867 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 6, 'buffer_size': 500, 'global_batch_id': 11}
2026-01-28 03:55:02,952 | INFO | EVENT retrain_fit batch_id=12 reason=periodic train_n=500 wall=0.019001007080078125 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 7, 'buffer_size': 500, 'global_batch_id': 12}
2026-01-28 03:55:02,981 | INFO | EVENT retrain_fit batch_id=13 reason=periodic train_n=500 wall=0.01789402961730957 cpu=0.03125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 8, 'buffer_size': 500, 'global_batch_id': 13}
2026-01-28 03:55:03,015 | INFO | EVENT retrain_fit batch_id=14 reason=periodic train_n=500 wall=0.019999265670776367 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 9, 'buffer_size': 500, 'global_batch_id': 14}
2026-01-28 03:55:03,050 | INFO | EVENT retrain_fit batch_id=15 reason=periodic train_n=500 wall=0.020539522171020508 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 10, 'buffer_size': 500, 'global_batch_id': 15}
2026-01-28 03:55:03,076 | INFO | EVENT retrain_fit batch_id=16 reason=periodic train_n=500 wall=0.014032125473022461 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 11, 'buffer_size': 500, 'global_batch_id': 16}
2026-01-28 03:55:03,101 | INFO | EVENT retrain_fit batch_id=17 reason=periodic train_n=500 wall=0.014713287353515625 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 12, 'buffer_size': 500, 'global_batch_id': 17}
2026-01-28 03:55:03,125 | INFO | EVENT retrain_fit batch_id=18 reason=periodic train_n=500 wall=0.007695436477661133 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 13, 'buffer_size': 500, 'global_batch_id': 18}
2026-01-28 03:55:03,145 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=500 wall=0.009102106094360352 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 14, 'buffer_size': 500, 'global_batch_id': 19}
2026-01-28 03:55:03,175 | INFO | EVENT retrain_fit batch_id=20 reason=periodic train_n=500 wall=0.013600587844848633 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 15, 'buffer_size': 500, 'global_batch_id': 20}
2026-01-28 03:55:03,200 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=500 wall=0.010482072830200195 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 16, 'buffer_size': 500, 'global_batch_id': 21}
2026-01-28 03:55:03,223 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=500 wall=0.012353181838989258 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 17, 'buffer_size': 500, 'global_batch_id': 22}
2026-01-28 03:55:03,249 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=500 wall=0.013738393783569336 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 18, 'buffer_size': 500, 'global_batch_id': 23}
2026-01-28 03:55:03,275 | INFO | EVENT retrain_fit batch_id=24 reason=periodic train_n=500 wall=0.014584779739379883 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 19, 'buffer_size': 500, 'global_batch_id': 24}
